Source_Website,Category,Product_Name,Brand,Model_SKU,Price,Rating,Reviews,Availability,Condition
TheBlueSpace,Bathtub,Dorf Whirlpool Bath Elite,Dorf,DF6724X,4782.14,5.0,79,,
TheBlueSpace,Bathtub,Dux Whirlpool Bath,Dux,DW6283C,1104.17,4.5,161,,
TheBlueSpace,Bathtub,Reece Whirlpool Bath,Reece,RI2908B,784.46,4.6,98,,
TheBlueSpace,Bathtub,Caroma Spa Bath Standard,Caroma,CA503PRO,3309.29,4.6,114,,
TheBlueSpace,Bathtub,Roca Drop In Bath,Roca,RC5905ELITE,4729.26,4.5,41,,
TheBlueSpace,Bathtub,Toto Soaking Bath White,Toto,TO1528X,5721.16,4.1,71,,
TheBlueSpace,Bathtub,Reece Acrylic Bath,Reece,RE5610A,5032.27,4.6,80,,
TheBlueSpace,Bathtub,Reece Bath Panel Matte Black,Reece,RE8325B,3036.72,4.2,102,,
TheBlueSpace,Bathtub,Toto Steel Bath Pro,Toto,TO5143PRO,775.5,4.5,132,,
TheBlueSpace,Bathtub,Mizu Drop In Bath Classic,Mizu,MZ8591A,2474.1,3.9,33,,
TheBlueSpace,Bathtub,Reece Cast Iron Bath Plus,Reece,RE7536PRO,1682.38,4.4,112,,
TheBlueSpace,Bathtub,Toto Soaking Bath,Toto,TT1215X,3922.1,4.0,159,,
TheBlueSpace,Bathtub,Dux Corner Bath,Dux,DX8746X,5456.68,4.0,68,,
TheBlueSpace,Bathtub,Mizu Steel Bath Modern,Mizu,MI4725,3279.66,3.8,167,,
TheBlueSpace,Bathtub,Clark Freestanding Bath Gold,Clark,CL5403A,5784.08,3.9,47,,
TheBlueSpace,Bathtub,Clark Cast Iron Bath Chrome,Clark,CL9475B,5284.52,4.3,132,,
TheBlueSpace,Bathtub,Roca Steel Bath,Roca,RC5248ELITE,2087.56,4.2,68,,
TheBlueSpace,Bathtub,Toto Cast Iron Bath Pro,Toto,TA9496C,2075.1,4.1,98,,
TheBlueSpace,Bathtub,Caroma Corner Bath Pro White,Caroma,CM8766X,2329.85,4.9,141,,
TheBlueSpace,Bathtub,Reece Bath Panel,Reece,RI9142,3815.03,5.0,25,,
TheBlueSpace,Bathtub,Dorf Freestanding Bath Chrome,Dorf,DO3259ELITE,1791.55,5.0,142,,
TheBlueSpace,Bathtub,Clark Bath Panel,Clark,CL888,2197.73,4.3,32,,
TheBlueSpace,Bathtub,Roca Cast Iron Bath,Roca,RC5543A,2702.44,3.9,126,,
TheBlueSpace,Bathtub,Mizu Acrylic Bath Modern Black,Mizu,MZ2505ELITE,3557.39,4.5,131,,
TheBlueSpace,Bathtub,Dux Bath Panel Black,Dux,DU842ELITE,1732.43,4.7,175,,
TheBlueSpace,Vanity,Dux Medicine Cabinet,Dux,DU5441B,3990.18,4.3,71,,
TheBlueSpace,Vanity,Dorf Bathroom Storage Unit,Dorf,DR4185,3109.08,3.9,103,,
TheBlueSpace,Vanity,Caroma Bathroom Storage Unit Matte Black,Caroma,CA4164X,3259.83,4.7,167,,
TheBlueSpace,Vanity,Paris Vanity Cabinet,Paris,PA424C,856.55,4.8,123,,
TheBlueSpace,Vanity,Geberit Wall Hung Vanity Matte Black,Geberit,GI8509PRO,1386.68,4.7,76,,
TheBlueSpace,Vanity,Roca Floating Vanity,Roca,RO9303C,2578.83,4.3,9,,
TheBlueSpace,Vanity,Dorf Medicine Cabinet White,Dorf,DR9625,3832.08,4.9,151,,
TheBlueSpace,Vanity,Dux Custom Vanity,Dux,DU8771,466.7,4.9,87,,
TheBlueSpace,Vanity,Toto Mirror Cabinet Standard,Toto,TT4233PRO,1391.46,3.9,31,,
TheBlueSpace,Vanity,Dorf Floor Standing Vanity Black,Dorf,DR9073X,1730.6,5.0,146,,
TheBlueSpace,Vanity,Reece Vanity Cabinet Chrome,Reece,RI1978,2544.08,4.9,107,,
TheBlueSpace,Vanity,Dux Double Basin Vanity,Dux,DX5678PRO,1167.22,5.0,112,,
TheBlueSpace,Vanity,Geberit Wall Hung Vanity,Geberit,GB8571ELITE,1285.1,4.1,161,,
TheBlueSpace,Vanity,Paris Mirror Cabinet Matte Black,Paris,PR4545ELITE,2466.59,4.8,90,,
TheBlueSpace,Vanity,Reece Vanity Cabinet,Reece,RI7054C,840.54,4.6,123,,
TheBlueSpace,Vanity,Mizu Mirror Cabinet,Mizu,MZ8217ELITE,3679.95,4.8,135,,
TheBlueSpace,Vanity,Paris Mirror Cabinet Standard,Paris,PR6384B,3183.86,4.8,168,,
TheBlueSpace,Vanity,Geberit Mirror Cabinet Classic,Geberit,GB527,3641.67,4.5,30,,
TheBlueSpace,Vanity,Paris Custom Vanity,Paris,PA9778PRO,3555.64,4.2,30,,
TheBlueSpace,Vanity,Reece Custom Vanity Gold,Reece,RC144C,2446.88,4.3,19,,
TheBlueSpace,Vanity,Clark Custom Vanity,Clark,CK1337,1064.64,4.9,115,,
TheBlueSpace,Vanity,Caroma Custom Vanity Elite,Caroma,CW7555,913.01,4.2,44,,
TheBlueSpace,Vanity,Reece Floor Standing Vanity Modern,Reece,RE7119ELITE,518.2,4.3,122,,
TheBlueSpace,Vanity,Clark Custom Vanity Brass,Clark,CL5182PRO,1728.74,4.7,6,,
TheBlueSpace,Vanity,Dorf Double Basin Vanity Plus,Dorf,DO7499A,3640.68,4.6,20,,
TheBlueSpace,Drainage,Toto Floor Waste Cover White,Toto,TO776X,129.26,4.8,109,,
TheBlueSpace,Drainage,Mizu Bathroom Waste Chrome,Mizu,MI9222ELITE,216.52,4.9,50,,
TheBlueSpace,Drainage,Clark Shower Drain,Clark,CR9806C,88.9,4.9,132,,
TheBlueSpace,Drainage,Geberit Channel Drain,Geberit,GB6091,208.45,4.1,98,,
TheBlueSpace,Drainage,Clark Floor Waste Cover Classic Black,Clark,CK9230PRO,61.37,4.9,9,,
TheBlueSpace,Drainage,Reece Floor Drain Modern White,Reece,RI4125C,165.52,4.5,51,,
TheBlueSpace,Drainage,Roca Grate Drain,Roca,RO8850A,311.4,4.1,56,,
TheBlueSpace,Drainage,Geberit Bathroom Drain Cover,Geberit,GI5459B,61.49,5.0,106,,
TheBlueSpace,Drainage,Roca Click Clack Waste,Roca,RO5312A,121.06,4.9,173,,
TheBlueSpace,Drainage,Mizu Bathroom Drain Cover,Mizu,MZ9365,125.2,5.0,172,,
TheBlueSpace,Drainage,Clark Click Clack Waste Modern,Clark,CR2845B,184.17,4.7,6,,
TheBlueSpace,Drainage,Reece Shower Drain,Reece,RE395X,124.65,3.9,176,,
TheBlueSpace,Drainage,Caroma Click Clack Waste Plus,Caroma,CA7570B,77.53,4.2,11,,
TheBlueSpace,Drainage,Mizu Pop Up Waste Pro Chrome,Mizu,MU3519A,372.26,4.4,27,,
TheBlueSpace,Drainage,Dorf Floor Waste Cover,Dorf,DO6792ELITE,42.81,4.0,167,,
TheBlueSpace,Drainage,Clark Floor Waste Cover,Clark,CK9283B,172.45,4.8,12,,
TheBlueSpace,Drainage,Geberit Floor Waste Cover Elite Matte Black,Geberit,GE7834B,316.93,4.9,23,,
TheBlueSpace,Drainage,Toto Click Clack Waste,Toto,TT5120PRO,320.03,4.3,56,,
TheBlueSpace,Drainage,Geberit Channel Drain Brushed Nickel,Geberit,GI5753X,199.96,4.6,118,,
TheBlueSpace,Drainage,Geberit Floor Drain,Geberit,GE5827ELITE,183.84,3.8,163,,
TheBlueSpace,Drainage,Toto Bathroom Drain Cover,Toto,TO8978X,379.25,4.1,102,,
TheBlueSpace,Drainage,Roca Channel Drain Pro,Roca,RO5517,320.0,3.8,44,,
TheBlueSpace,Drainage,Dorf Floor Waste Cover Modern,Dorf,DO3776PRO,110.16,4.6,115,,
TheBlueSpace,Drainage,Caroma Grate Drain,Caroma,CM341,237.75,3.8,132,,
TheBlueSpace,Drainage,Reece Click Clack Waste Premium,Reece,RE8572X,48.61,4.0,61,,
