symbol,date,opening_price,closing_price,volume,market_cap_rank
TRX,2022-09-09,0.06127,0.06346,6738130.22,13
USDC,2022-09-09,1.0,1.0,79733.74,5
USDT,2022-09-09,1.0,1.0,79757.7,3
XRP,2022-09-09,0.3396,0.3571,109030029.44,6
ADA,2022-09-10,0.5024,0.5123,67403016.7,7
AVAX,2022-09-10,20.4,20.46,19843285.45,12
BNB,2022-09-10,293.6,296.73,17430345.58,4
BTC,2022-09-10,21369.73,21655.13,752905078.21,1
DOGE,2022-09-10,0.06389,0.06471,27708493.28,10
DOT,2022-09-10,7.759,7.778,17662201.61,11
ETH,2022-09-10,1719.35,1774.69,442617943.59,2
LTC,2022-09-10,61.19,63.33,24816301.9,14
MATIC,2022-09-10,0.891,0.9061,35405614.7,9
SOL,2022-09-10,34.69,35.06,78218895.05,8
TON,2022-09-10,1.884,1.916,67376.39,15
TRX,2022-09-10,0.06346,0.06476,5538161.61,13
USDC,2022-09-10,1.0,0.9999,35127.4,5
USDT,2022-09-10,1.0,1.0,35142.23,3
XRP,2022-09-10,0.3571,0.3575,30055941.01,6
ADA,2022-09-11,0.5123,0.5101,46827715.04,7
AVAX,2022-09-11,20.46,20.69,17853748.07,12
BNB,2022-09-11,296.73,295.4,16620937.64,4
BTC,2022-09-11,21655.13,21836.45,600008216.45,1
DOGE,2022-09-11,0.06471,0.06372,19417407.88,10
DOT,2022-09-11,7.778,7.708,13935514.63,11
ETH,2022-09-11,1774.69,1767.02,424086159.35,2
LTC,2022-09-11,63.33,62.22,16660378.38,14
MATIC,2022-09-11,0.9061,0.894,22074232.63,9
SOL,2022-09-11,35.06,35.01,83218801.56,8
TON,2022-09-11,1.916,1.87,69513.18,15
TRX,2022-09-11,0.06476,0.06414,5254695.39,13
USDC,2022-09-11,0.9999,1.001,27771.76,5
USDT,2022-09-11,1.0,1.0,27770.31,3
XRP,2022-09-11,0.3575,0.3552,26690491.1,6
ADA,2022-09-12,0.5101,0.5015,60710423.09,7
AVAX,2022-09-12,20.69,21.39,48371237.6,12
BNB,2022-09-12,295.4,294.11,36907101.01,4
BTC,2022-09-12,21836.45,22400.52,1264510737.92,1
DOGE,2022-09-12,0.06372,0.06397,20870311.89,10
DOT,2022-09-12,7.708,7.664,24586375.16,11
ETH,2022-09-12,1767.02,1716.53,688261837.42,2
LTC,2022-09-12,62.22,61.4,20565268.05,14
MATIC,2022-09-12,0.894,0.931,78349179.59,9
SOL,2022-09-12,35.01,37.46,219096567.62,8
TON,2022-09-12,1.87,1.847,65419.6,15
TRX,2022-09-12,0.06414,0.06387,6433995.72,13
USDC,2022-09-12,1.001,1.0,57129.0,5
USDT,2022-09-12,1.0,1.0,57129.05,3
XRP,2022-09-12,0.3552,0.3598,79801874.61,6
ADA,2022-09-13,0.5015,0.4636,66764879.55,7
AVAX,2022-09-13,21.39,18.87,46751421.02,12
BNB,2022-09-13,294.11,277.5,36611701.11,4
BTC,2022-09-13,22400.52,20173.77,1788207293.16,1
DOGE,2022-09-13,0.06397,0.05966,30143465.78,10
DOT,2022-09-13,7.664,7.069,28988784.54,11
ETH,2022-09-13,1716.53,1574.56,1186666903.31,2
LTC,2022-09-13,61.4,59.09,44178197.33,14
MATIC,2022-09-13,0.931,0.8461,95920348.78,9
SOL,2022-09-13,37.46,32.99,253425976.59,8
TON,2022-09-13,1.847,1.786,58575.55,15
TRX,2022-09-13,0.06387,0.06069,9265809.38,13
USDC,2022-09-13,1.0,1.0,83599.14,5
USDT,2022-09-13,1.0,0.9999,83583.19,3
XRP,2022-09-13,0.3598,0.3326,99006351.47,6
ADA,2022-09-14,0.4636,0.4811,40504163.48,7
AVAX,2022-09-14,18.87,19.12,26631402.14,12
BNB,2022-09-14,277.5,279.36,23758254.16,4
BTC,2022-09-14,20173.77,20233.68,1065222653.27,1
DOGE,2022-09-14,0.05966,0.06116,26496317.6,10
DOT,2022-09-14,7.069,7.206,16184279.56,11
ETH,2022-09-14,1574.56,1639.6,759203960.6,2
LTC,2022-09-14,59.09,60.19,22529015.96,14
MATIC,2022-09-14,0.8461,0.865,47001635.74,9
SOL,2022-09-14,32.99,34.12,115641784.43,8
TON,2022-09-14,1.786,1.723,48398.22,15
TRX,2022-09-14,0.06069,0.06163,5677304.53,13
USDC,2022-09-14,1.0,1.0,52809.68,5
USDT,2022-09-14,0.9999,1.0,52819.22,3
XRP,2022-09-14,0.3326,0.3418,66152472.14,6
ADA,2022-09-15,0.4811,0.4661,37979632.01,7
AVAX,2022-09-15,19.12,18.2,27852931.09,13
BNB,2022-09-15,279.36,271.09,32968307.91,4
BTC,2022-09-15,20233.68,19700.15,892897629.94,1
DOGE,2022-09-15,0.06116,0.05863,30637423.56,10
DOT,2022-09-15,7.206,6.931,18042907.02,11
ETH,2022-09-15,1639.6,1472.51,1283200244.31,2
LTC,2022-09-15,60.19,56.33,30074020.18,14
MATIC,2022-09-15,0.865,0.8246,53562028.83,9
SOL,2022-09-15,34.12,33.07,137513600.73,8
TON,2022-09-15,1.723,1.662,57558.99,15
TRX,2022-09-15,0.06163,0.06128,6439726.56,12
USDC,2022-09-15,1.0,1.0,44730.43,5
USDT,2022-09-15,1.001,1.0,826252.71,3
XRP,2022-09-15,0.3418,0.3262,113940685.58,6
ADA,2022-09-16,0.4661,0.4747,25771124.17,7
AVAX,2022-09-16,18.2,18.06,28231999.3,13
BNB,2022-09-16,271.09,274.89,17949781.53,4
BTC,2022-09-16,19700.15,19804.02,948028635.91,1
DOGE,2022-09-16,0.05863,0.06048,19910297.87,10
DOT,2022-09-16,6.931,6.905,15338397.46,11
ETH,2022-09-16,1472.51,1433.97,881484582.21,2
LTC,2022-09-16,56.33,55.95,21560992.48,14
MATIC,2022-09-16,0.8246,0.8068,37742465.74,9
SOL,2022-09-16,33.07,32.24,98331233.71,8
TON,2022-09-16,1.662,1.654,58837.43,15
TRX,2022-09-16,0.06128,0.06132,4843167.59,12
USDC,2022-09-16,1.0,1.0,48213.18,5
USDT,2022-09-16,1.0,0.9999,48205.36,3
XRP,2022-09-16,0.3262,0.3553,65209526.83,6
ADA,2022-09-17,0.4747,0.4862,20050171.78,7
AVAX,2022-09-17,18.06,18.48,10466156.1,13
BNB,2022-09-17,274.89,279.06,10491330.64,4
BTC,2022-09-17,19804.02,20118.35,723991455.67,1
DOGE,2022-09-17,0.06048,0.06219,17094379.89,10
DOT,2022-09-17,6.905,7.059,10725627.8,11
ETH,2022-09-17,1433.97,1469.05,427781777.37,2
LTC,2022-09-17,55.95,57.83,11650211.39,14
MATIC,2022-09-17,0.8068,0.8284,14760163.4,9
SOL,2022-09-17,32.24,33.69,51363020.95,8
TON,2022-09-17,1.654,1.601,58287.65,15
TRX,2022-09-17,0.06132,0.06229,3598409.6,12
USDC,2022-09-17,1.0,1.0,36251.03,5
USDT,2022-09-17,0.9999,1.0,36257.25,3
XRP,2022-09-17,0.3553,0.3763,50175219.67,6
ADA,2022-09-18,0.4862,0.4477,37574067.57,7
AVAX,2022-09-18,18.48,16.72,28465019.33,13
BNB,2022-09-18,279.06,266.39,18830572.87,4
BTC,2022-09-18,20118.35,19417.72,622064584.36,1
DOGE,2022-09-18,0.06219,0.05743,14685120.72,10
DOT,2022-09-18,7.059,6.444,13756521.58,11
ETH,2022-09-18,1469.05,1334.3,664603372.25,2
LTC,2022-09-18,57.83,52.66,17490565.99,14
MATIC,2022-09-18,0.8284,0.7533,29631718.56,9
SOL,2022-09-18,33.69,31.1,80104426.78,8
TON,2022-09-18,1.601,1.574,54081.49,15
TRX,2022-09-18,0.06229,0.0608,3757024.81,12
USDC,2022-09-18,1.0,1.0,31516.87,5
USDT,2022-09-18,1.0,0.9998,479179.92,3
XRP,2022-09-18,0.3763,0.3578,94777086.28,6
ADA,2022-09-19,0.4477,0.4526,40992702.29,7
AVAX,2022-09-19,16.72,17.28,19362891.71,13
BNB,2022-09-19,266.39,272.04,34453295.94,4
BTC,2022-09-19,19417.72,19541.28,1289079956.8,1
DOGE,2022-09-19,0.05743,0.05857,18821482.38,10
DOT,2022-09-19,6.444,6.385,37340090.04,11
ETH,2022-09-19,1334.3,1376.21,820923081.03,2
LTC,2022-09-19,52.66,52.91,26494055.82,14
MATIC,2022-09-19,0.7533,0.7657,35938431.62,9
SOL,2022-09-19,31.1,32.63,119188318.55,8
TON,2022-09-19,1.574,1.493,53660.21,15
TRX,2022-09-19,0.0608,0.06029,6490746.07,12
USDC,2022-09-19,1.0,1.0,67950.23,5
USDT,2022-09-19,1.0,1.0,67959.0,3
XRP,2022-09-19,0.3578,0.3848,125116315.74,6
ADA,2022-09-20,0.4526,0.4422,30822850.52,7
AVAX,2022-09-20,17.28,16.65,23777549.18,13
BNB,2022-09-20,272.04,266.39,23173593.4,4
BTC,2022-09-20,19541.28,18879.95,1124075891.27,1
DOGE,2022-09-20,0.05857,0.05842,24320612.97,9
DOT,2022-09-20,6.385,6.287,17604987.36,11
ETH,2022-09-20,1376.21,1323.07,1134751018.14,2
LTC,2022-09-20,52.91,52.34,26481027.61,14
MATIC,2022-09-20,0.7657,0.7333,36040534.95,10
SOL,2022-09-20,32.63,31.42,98876571.52,8
TON,2022-09-20,1.493,1.4,61647.7,15
TRX,2022-09-20,0.06029,0.05979,4250836.57,12
USDC,2022-09-20,1.0,1.0,58744.9,5
USDT,2022-09-20,1.0,1.0,841052.64,3
XRP,2022-09-20,0.3848,0.4144,184181560.68,6
ADA,2022-09-21,0.4422,0.439,80470361.23,7
AVAX,2022-09-21,16.65,16.54,34747510.08,13
BNB,2022-09-21,266.39,264.14,33072077.78,4
BTC,2022-09-21,18879.95,18468.05,1811417134.73,1
DOGE,2022-09-21,0.05842,0.05718,32499115.35,9
DOT,2022-09-21,6.287,6.126,26834103.04,11
ETH,2022-09-21,1323.07,1246.29,2158795290.82,2
LTC,2022-09-21,52.34,51.11,35299830.76,14
MATIC,2022-09-21,0.7333,0.7009,65237290.63,10
SOL,2022-09-21,31.42,30.69,152551276.63,8
TON,2022-09-21,1.4,1.341,47006.74,15
TRX,2022-09-21,0.05979,0.05906,6661656.22,12
USDC,2022-09-21,1.0,0.9995,95023.84,5
USDT,2022-09-21,1.0,0.9993,1626399.18,3
XRP,2022-09-21,0.4144,0.3942,174654714.41,6
ADA,2022-09-22,0.439,0.458,42710278.08,7
AVAX,2022-09-22,16.54,17.7,21488206.28,13
BNB,2022-09-22,264.14,275.37,20707948.83,4
BTC,2022-09-22,18468.05,19405.96,1827681691.12,1
DOGE,2022-09-22,0.05718,0.0596,19565798.66,9
DOT,2022-09-22,6.126,6.443,17451057.39,11
ETH,2022-09-22,1246.29,1326.15,1764192693.49,2
LTC,2022-09-22,51.11,53.56,15195965.64,14
MATIC,2022-09-22,0.7009,0.752,42628222.89,10
SOL,2022-09-22,30.69,32.42,94693547.16,8
TON,2022-09-22,1.341,1.461,52135.27,15
TRX,2022-09-22,0.05906,0.06023,5350702.35,12
USDC,2022-09-22,0.9995,1.0,96139.71,5
USDT,2022-09-22,1.0,1.0,96147.09,3
XRP,2022-09-22,0.3942,0.4855,180279063.08,6
ADA,2022-09-23,0.458,0.4618,54832440.75,7
AVAX,2022-09-23,17.7,17.97,25945669.62,13
BNB,2022-09-23,275.37,276.63,21538793.4,4
BTC,2022-09-23,19405.96,19291.13,1261371285.29,1
DOGE,2022-09-23,0.0596,0.06335,48408089.25,9
DOT,2022-09-23,6.443,6.435,20944264.67,11
ETH,2022-09-23,1326.15,1326.95,1770416488.71,2
LTC,2022-09-23,53.56,55.23,21974184.38,14
MATIC,2022-09-23,0.752,0.7787,50817734.83,10
SOL,2022-09-23,32.42,33.66,130865368.39,8
TON,2022-09-23,1.461,1.352,60891.6,15
TRX,2022-09-23,0.06023,0.06042,5280179.37,12
USDC,2022-09-23,1.0,0.9999,66466.25,5
USDT,2022-09-23,0.9997,0.9997,1353040.67,3
XRP,2022-09-23,0.4855,0.5068,343672179.3,6
ADA,2022-09-24,0.4618,0.4511,28066243.02,7
AVAX,2022-09-24,17.97,17.6,11791122.71,13
BNB,2022-09-24,276.63,274.54,27357440.34,4
BTC,2022-09-24,19291.13,18924.39,566563739.62,1
DOGE,2022-09-24,0.06335,0.0631,58545863.38,9
DOT,2022-09-24,6.435,6.272,13630781.17,11
ETH,2022-09-24,1326.95,1317.11,688754375.79,2
LTC,2022-09-24,55.23,53.44,16236842.87,14
MATIC,2022-09-24,0.7787,0.7528,25289783.7,10
SOL,2022-09-24,33.66,33.39,105668825.25,8
TON,2022-09-24,1.352,1.295,43903.95,15
TRX,2022-09-24,0.06042,0.05985,4549027.84,12
USDC,2022-09-24,0.9999,1.0,29708.23,5
USDT,2022-09-24,0.9997,0.9999,518208.94,3
XRP,2022-09-24,0.5068,0.488,141506777.34,6
ADA,2022-09-25,0.4511,0.4464,27488392.69,7
AVAX,2022-09-25,17.6,17.32,9448528.62,13
BNB,2022-09-25,274.54,274.34,20475797.49,4
BTC,2022-09-25,18924.39,18809.94,544445399.91,1
DOGE,2022-09-25,0.0631,0.06119,21920766.19,9
DOT,2022-09-25,6.272,6.205,12140104.11,11
ETH,2022-09-25,1317.11,1294.72,741280751.13,2
LTC,2022-09-25,53.44,52.56,13433551.77,14
MATIC,2022-09-25,0.7528,0.7397,21223437.87,10
SOL,2022-09-25,33.39,32.33,77442617.91,8
TON,2022-09-25,1.295,1.253,44749.77,15
TRX,2022-09-25,0.05985,0.0597,2878443.37,12
USDC,2022-09-25,1.0,1.0,28768.52,5
USDT,2022-09-25,0.9999,1.0,567961.83,3
XRP,2022-09-25,0.488,0.4916,142550966.49,6
ADA,2022-09-26,0.4464,0.4471,35608219.45,7
AVAX,2022-09-26,17.32,17.57,14859477.52,13
BNB,2022-09-26,274.34,276.24,26014225.46,4
BTC,2022-09-26,18809.94,19230.96,1874981288.59,1
DOGE,2022-09-26,0.06119,0.06113,21524887.41,9
DOT,2022-09-26,6.205,6.556,25532818.16,11
ETH,2022-09-26,1294.72,1336.65,1719754734.68,2
LTC,2022-09-26,52.56,53.44,15004396.81,14
MATIC,2022-09-26,0.7397,0.756,39891127.47,10
SOL,2022-09-26,32.33,33.88,113731647.43,8
TON,2022-09-26,1.253,1.264,43264.83,15
TRX,2022-09-26,0.0597,0.0596,4853018.87,12
USDC,2022-09-26,1.0,1.0,98708.0,5
USDT,2022-09-26,1.0,1.0,98743.38,3
XRP,2022-09-26,0.4916,0.4682,184532856.76,6
ADA,2022-09-27,0.4471,0.4413,41083156.8,7
AVAX,2022-09-27,17.57,17.29,32439812.73,13
BNB,2022-09-27,276.24,272.23,30542862.4,4
BTC,2022-09-27,19230.96,19081.4,2089386131.83,1
DOGE,2022-09-27,0.06113,0.06051,28036330.69,9
DOT,2022-09-27,6.556,6.367,24844105.85,11
ETH,2022-09-27,1336.65,1328.11,1537712811.95,2
LTC,2022-09-27,53.44,52.68,18013982.17,14
MATIC,2022-09-27,0.756,0.7389,53376091.35,10
SOL,2022-09-27,33.88,32.68,168284505.46,8
TON,2022-09-27,1.264,1.293,52276.13,15
TRX,2022-09-27,0.0596,0.05938,4369662.48,12
USDC,2022-09-27,1.0,0.9998,105623.97,5
USDT,2022-09-27,1.0,0.9989,105521.57,3
XRP,2022-09-27,0.4682,0.4464,170426589.19,6
ADA,2022-09-28,0.4413,0.4362,36790782.48,7
AVAX,2022-09-28,17.29,17.25,19615073.31,13
BNB,2022-09-28,272.23,281.63,30661965.92,4
BTC,2022-09-28,19081.4,19412.67,1792918120.6,1
DOGE,2022-09-28,0.06051,0.06051,19895275.82,9
DOT,2022-09-28,6.367,6.388,16573969.76,11
ETH,2022-09-28,1328.11,1337.15,1843309322.44,2
LTC,2022-09-28,52.68,53.28,15425408.55,14
MATIC,2022-09-28,0.7389,0.7474,32961994.43,10
SOL,2022-09-28,32.68,33.23,136071610.73,8
TON,2022-09-28,1.293,1.306,44165.15,15
TRX,2022-09-28,0.05938,0.05953,4079605.47,12
USDC,2022-09-28,0.9998,0.9999,93852.74,5
USDT,2022-09-28,0.9998,0.9999,1411181.76,3
XRP,2022-09-28,0.4464,0.4489,136707840.17,6
ADA,2022-09-29,0.4362,0.4381,28643774.37,7
AVAX,2022-09-29,17.25,17.34,15567540.59,13
BNB,2022-09-29,281.63,284.12,22249037.0,4
BTC,2022-09-29,19412.67,19593.46,1327829608.79,1
DOGE,2022-09-29,0.06051,0.06083,11990646.85,9
DOT,2022-09-29,6.388,6.432,13141874.89,11
ETH,2022-09-29,1337.15,1335.9,1346135197.35,2
LTC,2022-09-29,53.28,53.96,14164861.49,14
MATIC,2022-09-29,0.7474,0.7633,24645251.01,10
SOL,2022-09-29,33.23,33.93,128703506.89,8
TON,2022-09-29,1.306,1.3,47046.38,15
TRX,2022-09-29,0.05953,0.06099,4834329.47,12
USDC,2022-09-29,0.9999,1.001,68709.87,5
USDT,2022-09-29,0.9999,1.0,1014939.97,3
XRP,2022-09-29,0.4489,0.487,165149944.93,6
ADA,2022-09-30,0.4381,0.4348,31375491.32,7
AVAX,2022-09-30,17.34,17.21,25151403.78,13
BNB,2022-09-30,284.12,284.84,30959733.99,4
BTC,2022-09-30,19593.46,19425.63,1428753976.44,1
DOGE,2022-09-30,0.06083,0.06167,25503068.48,9
DOT,2022-09-30,6.432,6.321,20797891.22,11
ETH,2022-09-30,1335.9,1328.7,1559138076.19,2
LTC,2022-09-30,53.96,53.47,16566066.86,14
MATIC,2022-09-30,0.7633,0.7779,40434333.46,10
SOL,2022-09-30,33.93,33.25,167114766.6,8
TON,2022-09-30,1.3,1.346,55152.19,15
TRX,2022-09-30,0.06099,0.061,5398799.13,12
USDC,2022-09-30,1.001,0.9991,72946.52,5
USDT,2022-09-30,1.0,1.0,1164890.66,3
XRP,2022-09-30,0.487,0.4797,175583098.81,6
ADA,2022-10-01,0.4348,0.4301,14525071.51,7
AVAX,2022-10-01,17.21,16.96,8559613.23,13
BNB,2022-10-01,284.84,282.89,28559736.05,4
BTC,2022-10-01,19425.63,19313.96,286091612.81,1
DOGE,2022-10-01,0.06167,0.0606,25835769.12,9
DOT,2022-10-01,6.321,6.269,10609748.5,11
ETH,2022-10-01,1328.7,1311.8,361595127.37,2
LTC,2022-10-01,53.47,52.92,9734536.3,14
MATIC,2022-10-01,0.7779,0.7669,11232453.22,10
SOL,2022-10-01,33.25,32.44,54787029.64,8
TON,2022-10-01,1.346,1.386,47854.49,15
TRX,2022-10-01,0.061,0.06048,3369097.91,12
USDC,2022-10-01,0.9991,1.0,14809.47,5
USDT,2022-10-01,1.0,1.0,274023.51,3
XRP,2022-10-01,0.4797,0.4754,67853069.62,6
ADA,2022-10-02,0.4301,0.4195,21154098.28,7
AVAX,2022-10-02,16.96,16.53,13380490.94,13
BNB,2022-10-02,282.89,284.79,17049194.1,4
BTC,2022-10-02,19313.96,19058.15,485799328.96,1
DOGE,2022-10-02,0.0606,0.05927,12997766.76,9
DOT,2022-10-02,6.269,6.159,12345207.34,11
ETH,2022-10-02,1311.8,1276.69,533576502.55,2
LTC,2022-10-02,52.92,51.81,10847358.08,14
MATIC,2022-10-02,0.7669,0.7633,15705544.11,10
SOL,2022-10-02,32.44,32.06,63915516.93,8
TON,2022-10-02,1.386,1.354,45362.41,15
TRX,2022-10-02,0.06048,0.06092,4296203.19,12
USDC,2022-10-02,1.0,1.0,25355.52,5
USDT,2022-10-02,1.0,1.0,411524.99,3
XRP,2022-10-02,0.4754,0.4484,64593019.72,6
ADA,2022-10-03,0.4195,0.4276,26533992.13,7
AVAX,2022-10-03,16.53,17.16,15782582.85,13
BNB,2022-10-03,284.79,287.07,31360586.14,4
BTC,2022-10-03,19058.15,19632.35,1106456268.73,1
DOGE,2022-10-03,0.05927,0.06035,14883847.99,10
DOT,2022-10-03,6.159,6.369,13101647.35,11
ETH,2022-10-03,1276.69,1323.32,1066475762.56,2
LTC,2022-10-03,51.81,54.19,13977402.28,14
MATIC,2022-10-03,0.7633,0.8005,35818811.15,9
SOL,2022-10-03,32.06,32.9,82662371.08,8
TON,2022-10-03,1.354,1.346,45750.13,15
TRX,2022-10-03,0.06092,0.06135,3136824.75,12
USDC,2022-10-03,1.0,1.0,57260.91,5
USDT,2022-10-03,1.0,1.0,57266.04,3
XRP,2022-10-03,0.4484,0.4622,119202674.42,6
ADA,2022-10-04,0.4276,0.4356,28754310.44,7
AVAX,2022-10-04,17.16,17.45,15660962.95,13
BNB,2022-10-04,287.07,296.37,48453503.28,4
BTC,2022-10-04,19632.35,20344.58,1290593290.94,1
DOGE,2022-10-04,0.06035,0.06585,79114837.73,9
DOT,2022-10-04,6.369,6.496,12752163.88,11
ETH,2022-10-04,1323.32,1361.9,962114984.8,2
LTC,2022-10-04,54.19,55.32,13137098.7,14
MATIC,2022-10-04,0.8005,0.8356,51384099.86,10
SOL,2022-10-04,32.9,34.11,106666122.8,8
TON,2022-10-04,1.346,1.406,48393.64,15
TRX,2022-10-04,0.06135,0.06238,5378027.75,12
USDC,2022-10-04,1.0,1.0,64460.59,5
USDT,2022-10-04,1.0,1.0,64481.51,3
XRP,2022-10-04,0.4622,0.4796,128807439.76,6
ADA,2022-10-05,0.4356,0.431,28256346.27,7
AVAX,2022-10-05,17.45,17.39,12614501.32,13
BNB,2022-10-05,296.37,294.2,23236062.39,4
BTC,2022-10-05,20344.58,20160.74,1195512448.37,1
DOGE,2022-10-05,0.06585,0.06479,56096228.96,10
DOT,2022-10-05,6.496,6.436,14819743.15,11
ETH,2022-10-05,1361.9,1352.44,897717802.0,2
LTC,2022-10-05,55.32,54.64,13467557.82,14
MATIC,2022-10-05,0.8356,0.8517,41367485.17,9
SOL,2022-10-05,34.11,34.05,89455930.04,8
TON,2022-10-05,1.406,1.415,48291.31,15
TRX,2022-10-05,0.06238,0.06244,4192364.12,12
USDC,2022-10-05,1.0,0.9999,59496.69,5
USDT,2022-10-05,1.0,1.0,59512.18,3
XRP,2022-10-05,0.4796,0.489,118209426.18,6
ADA,2022-10-06,0.431,0.4288,28113226.45,7
AVAX,2022-10-06,17.39,17.05,14923711.28,13
BNB,2022-10-06,294.2,287.12,70897531.57,4
BTC,2022-10-06,20160.74,19965.12,1502842418.9,1
DOGE,2022-10-06,0.06479,0.06343,39555664.77,10
DOT,2022-10-06,6.436,6.345,13938892.66,11
ETH,2022-10-06,1352.44,1352.4,1337183654.48,2
LTC,2022-10-06,54.64,53.54,14770425.53,14
MATIC,2022-10-06,0.8517,0.8337,43266557.77,9
SOL,2022-10-06,34.05,33.36,103191911.43,8
TON,2022-10-06,1.415,1.385,59200.66,15
TRX,2022-10-06,0.06244,0.06281,3959863.86,12
USDC,2022-10-06,0.9999,1.0,74677.99,5
USDT,2022-10-06,1.0,1.0,74679.67,3
XRP,2022-10-06,0.489,0.4934,99585941.11,6
ADA,2022-10-07,0.4288,0.4241,24396398.5,7
AVAX,2022-10-07,17.05,16.9,9698364.51,13
BNB,2022-10-07,287.12,282.28,53310923.93,4
BTC,2022-10-07,19965.12,19532.81,1177831670.26,1
DOGE,2022-10-07,0.06343,0.06237,28194082.31,10
DOT,2022-10-07,6.345,6.327,10840711.26,11
ETH,2022-10-07,1352.4,1331.14,847055907.94,2
LTC,2022-10-07,53.54,52.86,12595463.92,14
MATIC,2022-10-07,0.8337,0.8315,25972634.97,9
SOL,2022-10-07,33.36,32.99,79629364.29,8
TON,2022-10-07,1.385,1.364,47950.17,15
TRX,2022-10-07,0.06281,0.0625,3422218.44,12
USDC,2022-10-07,1.0,0.9994,59662.64,5
USDT,2022-10-07,1.0,1.0,59704.8,3
XRP,2022-10-07,0.4934,0.5182,120678902.37,6
ADA,2022-10-08,0.4241,0.4221,14065417.12,7
AVAX,2022-10-08,16.9,16.79,4161813.94,13
BNB,2022-10-08,282.28,276.35,13955058.47,4
BTC,2022-10-08,19532.81,19419.32,339438324.44,1
DOGE,2022-10-08,0.06237,0.06165,11138291.46,10
DOT,2022-10-08,6.327,6.311,8344855.91,11
ETH,2022-10-08,1331.14,1315.47,256701832.62,2
LTC,2022-10-08,52.86,52.81,9414674.43,14
MATIC,2022-10-08,0.8315,0.8146,10976279.38,9
SOL,2022-10-08,32.99,32.59,37351525.86,8
TON,2022-10-08,1.364,1.341,47211.5,15
TRX,2022-10-08,0.0625,0.06204,2711823.55,12
USDC,2022-10-08,0.9994,0.9999,17432.53,5
USDT,2022-10-08,1.0,1.0,17436.0,3
XRP,2022-10-08,0.5182,0.5171,44924690.68,6
ADA,2022-10-09,0.4221,0.423,13624327.99,7
AVAX,2022-10-09,16.79,16.9,3868512.79,13
BNB,2022-10-09,276.35,278.31,13906807.27,4
BTC,2022-10-09,19419.32,19442.41,386265984.43,1
DOGE,2022-10-09,0.06165,0.06212,9916196.96,10
DOT,2022-10-09,6.311,6.48,9212253.07,11
ETH,2022-10-09,1315.47,1323.41,270217040.65,2
LTC,2022-10-09,52.81,53.95,8132192.49,14
MATIC,2022-10-09,0.8146,0.8256,11270120.4,9
SOL,2022-10-09,32.59,32.93,35794479.47,8
TON,2022-10-09,1.341,1.321,44870.22,15
TRX,2022-10-09,0.06204,0.06234,2722656.15,12
USDC,2022-10-09,0.9999,1.0,19857.59,5
USDT,2022-10-09,1.0,1.0,19858.53,3
XRP,2022-10-09,0.5171,0.5321,48379233.88,6
ADA,2022-10-10,0.423,0.4011,35415309.3,7
AVAX,2022-10-10,16.9,16.22,12275391.44,13
BNB,2022-10-10,278.31,271.7,25038866.17,4
BTC,2022-10-10,19442.41,19131.36,856332007.87,1
DOGE,2022-10-10,0.06212,0.0594,19969389.92,10
DOT,2022-10-10,6.48,6.253,12377485.84,11
ETH,2022-10-10,1323.41,1290.04,706276755.9,2
LTC,2022-10-10,53.95,52.63,14416761.77,14
MATIC,2022-10-10,0.8256,0.8136,32061726.53,9
SOL,2022-10-10,32.93,31.95,68563253.02,8
TON,2022-10-10,1.321,1.271,47526.22,15
TRX,2022-10-10,0.06234,0.06274,9287607.5,12
USDC,2022-10-10,1.0,0.9998,44370.2,5
USDT,2022-10-10,1.0,0.9998,44373.44,3
XRP,2022-10-10,0.5321,0.4948,124355323.85,6
ADA,2022-10-11,0.4011,0.3906,49939647.08,7
AVAX,2022-10-11,16.22,15.96,16203188.84,13
BNB,2022-10-11,271.7,271.34,22969802.45,4
BTC,2022-10-11,19131.36,19058.29,1173375200.58,1
DOGE,2022-10-11,0.0594,0.06023,23342393.79,10
DOT,2022-10-11,6.253,6.178,12036908.17,11
ETH,2022-10-11,1290.04,1279.79,895785523.92,2
LTC,2022-10-11,52.63,52.02,11393516.57,14
MATIC,2022-10-11,0.8136,0.7908,27948375.55,9
SOL,2022-10-11,31.95,30.79,90282318.3,8
TON,2022-10-11,1.271,1.234,44142.21,15
TRX,2022-10-11,0.06274,0.06168,3199907.18,12
USDC,2022-10-11,0.9998,1.0,61585.82,5
USDT,2022-10-11,0.9998,0.9999,61558.97,3
XRP,2022-10-11,0.4948,0.4858,135026190.34,6
ADA,2022-10-12,0.3906,0.3813,28628938.02,7
AVAX,2022-10-12,15.96,15.95,10182697.9,13
BNB,2022-10-12,271.34,270.95,19298797.91,4
BTC,2022-10-12,19058.29,19154.85,744262154.09,1
DOGE,2022-10-12,0.06023,0.05982,13009317.34,10
DOT,2022-10-12,6.178,6.174,8362481.02,11
ETH,2022-10-12,1279.79,1294.29,659072834.99,2
LTC,2022-10-12,52.02,52.23,13594821.29,14
MATIC,2022-10-12,0.7908,0.7829,16097432.91,9
SOL,2022-10-12,30.79,31.16,51030227.9,8
TON,2022-10-12,1.234,1.233,41759.75,15
TRX,2022-10-12,0.06168,0.06172,8646523.13,12
USDC,2022-10-12,1.0,1.0,38953.77,5
USDT,2022-10-12,0.9999,1.0,38948.87,3
XRP,2022-10-12,0.4858,0.4882,87795799.99,6
