retailer,category,rank,product_name,product_url,current_price,original_price,review_count,badges,category_url,product_code,retailer_score,search_score,combined_score,final_rank
Reece,drainage,12,Stubby Floor Grate Brass Round Slotted Chrome 80mm,https://www.reece.com.au/product/plumbing-c544079/pipe-fittings-c543687/traps-wastes-grates-c544032/grates-c601916/stubby-floor-grate-brass-round-slotted-chrome-203474,$47.10,,,,https://www.reece.com.au/search/plumbing-c544079/pipe-fittings-c543687/traps-wastes-grates-c544032/grates-c601916?sortBy=POPULARITY,,0.08333333333333333,0.0,0.08333333333333333,12.0
Bunnings,drainage,12,Holman 100 x 50mm DWV PVC Floor Waste Gully,https://www.bunnings.com.au/holman-100-x-50mm-dwv-pvc-floor-waste-gully_p0285487,$22.65,,(0),Special Order,https://www.bunnings.com.au/search/products?q=floor+waste&sort=BoostOrder&page=1,285487.0,0.08333333333333333,0.0,0.08333333333333333,12.0
MyHomeware,drainage,12,Lauxes 100-5600mm Lauxes Shower Grate Drain Aluminium Slimline Tile Insert Indoor Ou...,https://www.myhomeware.com.au/products/aluminium-shower-grate-slimline-tile-insert-26-sliver,$23.00,,,,https://www.myhomeware.com.au/collections/bathroom-wastes-drains?sort_by=best-selling,LCSTIG-01+LCFG-C100S,0.08333333333333333,0.0,0.08333333333333333,12.0
The Blue Space,tapware,1,Caroma Luna Bath/Shower Mixer Chrome,https://www.thebluespace.com.au/collections/taps/products/caroma-luna-bath-shower-mixer,$129,$242,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,1.0,0.0,1.0,1.0
The Blue Space,tapware,2,Caroma Luna Bath/Shower Mixer Brushed Brass,https://www.thebluespace.com.au/collections/taps/products/caroma-luna-bath-shower-mixer-brushed-brass,$152,$266,,,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.5,0.0,0.5,2.0
The Blue Space,tapware,3,Caroma Liano II Bath/Shower Mixer Brushed Brass,https://www.thebluespace.com.au/collections/taps/products/caroma-liano-ii-bath-shower-mixer-brushed-brass,$195,$334,,,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.3333333333333333,0.0,0.3333333333333333,3.0
The Blue Space,tapware,4,Caroma Luna Bath/Shower Mixer Brushed Nickel,https://www.thebluespace.com.au/collections/taps/products/caroma-luna-bath-shower-mixer-brushed-nickel,$154,$266,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.25,0.0,0.25,4.0
The Blue Space,tapware,5,Caroma Luna Bath/Shower Mixer Black,https://www.thebluespace.com.au/collections/taps/products/caroma-luna-bath-shower-mixer-black,$152,$266,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.2,0.0,0.2,5.0
The Blue Space,tapware,6,Caroma Urbane II Bath/Shower Mixer Round Brushed Brass,https://www.thebluespace.com.au/collections/taps/products/caroma-urbane-ii-bath-shower-mixer-round-brushed-brass,$186,$334,,,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.16666666666666666,0.0,0.16666666666666666,6.0
The Blue Space,tapware,7,Caroma Liano II Bath/Shower Mixer Brushed Nickel,https://www.thebluespace.com.au/collections/taps/products/caroma-liano-ii-bath-shower-mixer-brushed-nickel,$195,$334,,,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.14285714285714285,0.0,0.14285714285714285,7.0
The Blue Space,tapware,8,Caroma Urbane II Bath/Shower Mixer Round Brushed Nickel,https://www.thebluespace.com.au/collections/taps/products/caroma-urbane-ii-bath-shower-mixer-round-brushed-nickel,$189,$334,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.125,0.0,0.125,8.0
The Blue Space,tapware,9,Caroma Urbane II Bath/Shower Mixer Round Chrome,https://www.thebluespace.com.au/collections/taps/products/caroma-urbane-ii-bath-shower-mixer-round-chrome,$140,$257,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.1111111111111111,0.0,0.1111111111111111,9.0
The Blue Space,tapware,10,Caroma Liano II Wall Basin/Bath Mixer Set Brushed Brass,https://www.thebluespace.com.au/collections/taps/products/caroma-liano-ii-wall-basin-bath-mixer-set-brushed-brass,$159,$404,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.1,0.0,0.1,10.0
The Blue Space,tapware,11,Caroma Urbane II Bath/Shower Mixer Round Matte Black,https://www.thebluespace.com.au/collections/taps/products/caroma-urbane-ii-bath-shower-mixer-round-matte-black,$162,$283,,In Stock,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.09090909090909091,0.0,0.09090909090909091,11.0
The Blue Space,tapware,12,Caroma Liano II Lead Free Wall Basin/Bath Mixer Set Brushed Brass,https://www.thebluespace.com.au/collections/taps/products/caroma-liano-ii-lead-free-wall-basin-bath-mixer-set-brushed-brass,$272,$429,,,https://www.thebluespace.com.au/collections/taps?sort_by=best-selling,,0.08333333333333333,0.0,0.08333333333333333,12.0
Highgrove Bathrooms,tapware,1,SPIN Progressive Hob Mixer & 125mm Spout Set Gunmetal,https://www.highgrovebathrooms.com.au/product/spin-progressive-hob-mixer-125mm-spout-set-gunmetal/,$169.00,$360.00,,SALE,https://www.highgrovebathrooms.com.au/tapware/,SP186-125-GM,1.0,0.0,1.0,1.0
MyHomeware,tapware,1,"Shinda Suprema XpressFit Stainless Steel Retractable Swivel Wall Spout for Kitchen,...",https://www.myhomeware.com.au/products/chrome-stainless-steel-retractable-swivel-wall-spout,$359.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,SD-SUP800RLS_CP,1.0,0.0,1.0,1.0
Highgrove Bathrooms,tapware,2,SPIN Progressive Hob Mixer Set Matte Black,https://www.highgrovebathrooms.com.au/product/spin-progressive-hob-mixer-set-matte-black/,$100.00,$212.00,,SALE,https://www.highgrovebathrooms.com.au/tapware/,SP186-MB,0.5,0.0,0.5,2.0
MyHomeware,tapware,2,Macho-FA Ottimo Bath Spout Basin Wall Mixer With Spout Water Spout Variant Colour Avai...,https://www.myhomeware.com.au/products/ottimo-basin-wall-mixer-with-spout-variant-color,$215.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,FA0113-2,0.5,0.0,0.5,2.0
Highgrove Bathrooms,tapware,3,OLLIE Mini Basin Mixer Brushed Nickel,https://www.highgrovebathrooms.com.au/product/ollie-mini-basin-mixer-brushed-nickel/,$89.00,$139.00,,SALE,https://www.highgrovebathrooms.com.au/tapware/,OL100-BN,0.3333333333333333,0.0,0.3333333333333333,3.0
MyHomeware,tapware,3,Norico Norico Esperia Solid Brass Mixer Tap for Basins Variant Colour Available,https://www.myhomeware.com.au/products/solid-brass-short-basin-mixer-tap-variant-color,$206.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,AQ-BT33.09,0.3333333333333333,0.0,0.3333333333333333,3.0
Highgrove Bathrooms,tapware,4,FLOW Tall Basin Mixer Chrome,https://www.highgrovebathrooms.com.au/product/flow-tall-basin-mixer-chrome/,$139.00,,,,https://www.highgrovebathrooms.com.au/tapware/,FL110-CH,0.25,0.0,0.25,4.0
MyHomeware,tapware,4,Norico G#1(Gold) Norico Round Brushed Gold 360° Swivel Pull Out Kitchen Sink Mixer Tap,https://www.myhomeware.com.au/products/brass-pull-out-swivel-kitchen-sink-mixer-tap-brushed-yellow-gold,$494.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,KT21.04,0.25,0.0,0.25,4.0
Highgrove Bathrooms,tapware,5,SPIN In Wall Separate Diverter Kit Brushed Brass,https://www.highgrovebathrooms.com.au/product/spin-in-wall-separate-diverter-kit-brushed-brass/,$75.00,,,,https://www.highgrovebathrooms.com.au/tapware/,SP192-BB,0.2,0.0,0.2,5.0
MyHomeware,tapware,5,Norico M#1(Gunmetal Grey) Norico Euro Round Brushed Gunmetal Grey 360° Swivel Pull O...,https://www.myhomeware.com.au/products/brass-pull-out-kitchen-sink-mixer-tap-gunmetal-grey,$494.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,KT21.06,0.2,0.0,0.2,5.0
Highgrove Bathrooms,tapware,6,SPIN In Wall Bath Spout Brushed Brass 220mm,https://www.highgrovebathrooms.com.au/product/spin-in-wall-bath-spout-brushed-brass-220mm/,$80.00,,,,https://www.highgrovebathrooms.com.au/tapware/,SP090-220-BB,0.16666666666666666,0.0,0.16666666666666666,6.0
MyHomeware,tapware,6,Norico Norico Esperia Solid Brass Wall Mixer with Spout for Bathtubs Variant Colour ...,https://www.myhomeware.com.au/products/norico-wall-mixer-with-spout-solid-brass-variant-color,$179.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,WMT14.01,0.16666666666666666,0.0,0.16666666666666666,6.0
Highgrove Bathrooms,tapware,7,SPIN Tall Basin Mixer Brushed Nickel,https://www.highgrovebathrooms.com.au/product/spin-tall-basin-mixer-brushed-nickel/,$229.00,,,,https://www.highgrovebathrooms.com.au/tapware/,SP112-BN,0.14285714285714285,0.0,0.14285714285714285,7.0
MyHomeware,tapware,7,ACL-Ikon IKON Kara Solid Brass Basin Mixer Tap for Vanity and Sink Available In Variou...,https://www.myhomeware.com.au/products/ikon-kara-solid-brass-basin-mixer-variant-color,$179.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,AL-HYB11-201LF-BN,0.14285714285714285,0.0,0.14285714285714285,7.0
Highgrove Bathrooms,tapware,8,EDEN In Wall Mixer Set Brushed Brass,https://www.highgrovebathrooms.com.au/product/eden-in-wall-mixer-set-brushed-brass/,$149.00,,,,https://www.highgrovebathrooms.com.au/tapware/,ED141-BB,0.125,0.0,0.125,8.0
MyHomeware,tapware,8,Macho-FA Euro Round Solid Brass Wall Spout with Mixer Variant Colour Available,https://www.myhomeware.com.au/products/euro-wall-mixer-with-spout-round-variant-color,$215.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,FA0143-2,0.125,0.0,0.125,8.0
Highgrove Bathrooms,tapware,9,SPIN In Wall Mixer Set Brushed Brass,https://www.highgrovebathrooms.com.au/product/spin-in-wall-mixer-set-brushed-brass/,$139.00,,,,https://www.highgrovebathrooms.com.au/tapware/,SP141-BB,0.1111111111111111,0.0,0.1111111111111111,9.0
MyHomeware,tapware,9,Norico Norico Solid Brass Wall Tap Set with Mixer for Bathtub and Basin Available in...,https://www.myhomeware.com.au/products/norico-brass-wall-basin-bath-tap-set-color-available,$203.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,WM26.05-NB+WM26-BODY+SP12.05,0.1111111111111111,0.0,0.1111111111111111,9.0
Highgrove Bathrooms,tapware,10,EDEN Basin Mixer Matte Black,https://www.highgrovebathrooms.com.au/product/eden-basin-mixer-matte-black/,$169.00,,,,https://www.highgrovebathrooms.com.au/tapware/,ED102-MB,0.1,0.0,0.1,10.0
MyHomeware,tapware,10,ACL-P&P Otus Freestanding Bath Mixer with Hand Shower Brass In Various Colour,https://www.myhomeware.com.au/products/otus-bath-mixer-with-hand-shower-various-colours,$636.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,AL-BF2072BN,0.1,0.0,0.1,10.0
Highgrove Bathrooms,tapware,11,EDEN In Wall Bath Spout Brushed Brass 190mm,https://www.highgrovebathrooms.com.au/product/eden-in-wall-bath-spout-brushed-brass-190mm/,$119.00,,,,https://www.highgrovebathrooms.com.au/tapware/,ED090-BB,0.09090909090909091,0.0,0.09090909090909091,11.0
MyHomeware,tapware,11,ACL-P&P Ruki Solid Brass Bathtub/Basin Wall Mixer With Spout Variant Colour Available,https://www.myhomeware.com.au/products/ruki-solid-brass-wall-mixer-with-spout-variant-color,$189.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,AL-PBS3003,0.09090909090909091,0.0,0.09090909090909091,11.0
Highgrove Bathrooms,tapware,12,EDEN In Wall Bath Spout Chrome 190mm,https://www.highgrovebathrooms.com.au/product/eden-in-wall-bath-spout-chrome-190mm/,$99.00,,,,https://www.highgrovebathrooms.com.au/tapware/,ED090-CH,0.08333333333333333,0.0,0.08333333333333333,12.0
MyHomeware,tapware,12,Fienza Fienza Lillian Solid Brass Basin/Bath Wall Set Variant Colour Available,https://www.myhomeware.com.au/products/lillian-brass-basin-bath-wall-set-variant-color,$145.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/bathroom-tapware,FN-336102,0.08333333333333333,0.0,0.08333333333333333,12.0
The Blue Space,toilets,1,Caroma Luna Cleanflush Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-luna-cleanflush-toilet-suite,$579,"$1,190",5.0,"In Stock SA, In Stock QLD, In Stock VIC, Rimless",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,1.0,0.0,1.0,1.0
Reece,toilets,1,Base Link Toilet Suite S Trap with Seat White (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/base-link-toilet-suite-s-trap-with-seat-white-4-9503292,$239.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,1.0,0.0,1.0,1.0
Highgrove Bathrooms,toilets,1,MELDON Rimless Wall Faced Toilet Suite,https://www.highgrovebathrooms.com.au/product/meldon-rimless-wall-faced-toilet-suite/,$249.00,$449.00,,SALE,https://www.highgrovebathrooms.com.au/toilets/,6066-W,1.0,0.0,1.0,1.0
Bunnings,toilets,1,Caroma Aire Concorde Connector Bottom Inlet S Trap Suite WELS 4 Star 4.5L/Full,https://www.bunnings.com.au/caroma-aire-concorde-connector-bottom-inlet-s-trap-suite-wels-4-star-4-5l-full_p4870245,$374,,(1),Special Order,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,4870245.0,1.0,0.0,1.0,1.0
MyHomeware,toilets,1,Macho 620x370x820mm Bathroom Rimless Toilet Suite Back To Wall White,https://www.myhomeware.com.au/products/620mm-toilet-suite-rimless-standard-height-white,$271.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,TS2101,1.0,0.0,1.0,1.0
The Blue Space,toilets,2,Caroma Urbane II Cleanflush Wall Faced Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-urbane-ii-cleanflush-wall-faced-toilet-suite,$694,"$1,290",2.0,"In Stock SA, In Stock QLD, In Stock, In Stock VIC, Rimless",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.5,0.0,0.5,2.0
Reece,toilets,2,Posh Solus Square Close Coupled Back to Wall Bottom Inlet Toilet Suite S&P Trap Soft Close Quick Release Seat White/Chrome (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/posh-solus-square-close-coupled-back-to-wall-9507919,$350.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.5,0.0,0.5,2.0
Highgrove Bathrooms,toilets,2,ALORA Tornado Wall Faced Toilet Suite,https://www.highgrovebathrooms.com.au/product/alora-tornado-wall-faced-toilet-suite/,$249.00,$359.00,,SALE,https://www.highgrovebathrooms.com.au/toilets/,TAL1-W,0.5,0.0,0.5,2.0
Bunnings,toilets,2,Caroma Luna Cleanflush Close Coupled Toilet Suite WELS 4 Star 4.5L/Full,https://www.bunnings.com.au/caroma-luna-cleanflush-close-coupled-toilet-suite-wels-4-star-4-5l-full_p0180846,$699,,(1),Special Order,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,180846.0,0.5,0.0,0.5,2.0
MyHomeware,toilets,2,Macho 670x360x850mm Bathroom Rimless Toilet Suite Comfort Height Back To Wall White,https://www.myhomeware.com.au/products/ceramic-toilet-suite-rimless-comfort-height-670mm,$318.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,TS2125,0.5,0.0,0.5,2.0
The Blue Space,toilets,3,Caroma Luna Wall Faced Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-luna-wall-faced-toilet-suite,$474,"$1,024",11.0,"In Stock SA, In Stock QLD, In Stock VIC",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.3333333333333333,0.0,0.3333333333333333,3.0
Reece,toilets,3,Posh Solus Round Toilet Suite Close Coupled S-Trap with Quick Release Soft Close Seat White/Chrome (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/posh-solus-round-toilet-suite-close-coupled-9502264,$295.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.3333333333333333,0.0,0.3333333333333333,3.0
Highgrove Bathrooms,toilets,3,JASPER Tornado Wall Faced Toilet Suite,https://www.highgrovebathrooms.com.au/product/jasper-tornado-wall-faced-toilet-suite/,$449.00,,,,https://www.highgrovebathrooms.com.au/toilets/,JAS1-W,0.3333333333333333,0.0,0.3333333333333333,3.0
Bunnings,toilets,3,Stylus Prima Connector P Trap Toilet Suite WELS 4 Star 4.5L/Full,https://www.bunnings.com.au/stylus-prima-connector-p-trap-toilet-suite-wels-4-star-4-5l-full_p4823164,$369.94,,(1),,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,4823164.0,0.3333333333333333,0.0,0.3333333333333333,3.0
MyHomeware,toilets,3,Macho 650x380x840mm Rimless Flushing Ceramic White Wall Faced Toilet Suite Soft Sea...,https://www.myhomeware.com.au/products/ceramic-toilet-suite-rimless-650mm,$262.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,TS2131,0.3333333333333333,0.0,0.3333333333333333,3.0
The Blue Space,toilets,4,Caroma Urbane II Cleanflush Wall Faced Invisi Series II Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-urbane-ii-cleanflush-wall-faced-invisi-series-ii-toilet-suite,$826,"$1,678",,"In Stock SA, In Stock QLD, In Stock, In Stock VIC, Rimless",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.25,0.0,0.25,4.0
Reece,toilets,4,Kado Lux Close Coupled Back to Wall Rimless Plus Overheight Back Inlet Toilet Suite with Soft Close Quick Release Seat White (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/kado-lux-close-coupled-back-to-wall-rimless-1832064,$630.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.25,0.0,0.25,4.0
Highgrove Bathrooms,toilets,4,VISTA Wall Faced Toilet Suite,https://www.highgrovebathrooms.com.au/product/vista-wall-faced-toilet-suite/,$349.00,,,,https://www.highgrovebathrooms.com.au/toilets/,6083-W,0.25,0.0,0.25,4.0
Bunnings,toilets,4,Stylus Prima Connector S Trap Toilet Suite WELS 4 Star 4.5L/Full,https://www.bunnings.com.au/stylus-prima-connector-s-trap-toilet-suite-wels-4-star-4-5l-full_p4823163,$376,,(9),,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,4823163.0,0.25,0.0,0.25,4.0
MyHomeware,toilets,4,Poseidon 665x380x845mm Qubist Gloss White Box Rim Back To Wall Toilet Suite Back/Left ...,https://www.myhomeware.com.au/products/qubist-gloss-white-box-rim-back-to-wall-toilet-suite,$185.00,$440.00,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,PD-KDK003,0.25,0.0,0.25,4.0
The Blue Space,toilets,5,Caroma Urbane II Luxe Cleanflush Wall Faced Toilet Suite - Upgraded Seat Design,https://www.thebluespace.com.au/collections/toilets/products/caroma-urbane-ii-luxe-cleanflush-wall-faced-toilet-suite-upgraded-seat-design,$784,"$1,340",1.0,"In Stock SA, In Stock QLD, In Stock VIC, Best Seller",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.2,0.0,0.2,5.0
Reece,toilets,5,Posh Domaine Rimless Close Coupled Back to Wall Toilet Suite Back Inlet with Soft Close Quick Release Seat (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/posh-domaine-rimless-close-coupled-back-to-wall-9509218,$385.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.2,0.0,0.2,5.0
Highgrove Bathrooms,toilets,5,LANA Rimless Wall Faced Toilet Suite,https://www.highgrovebathrooms.com.au/product/lana-rimless-wall-faced-toilet-suite/,$399.00,,,,https://www.highgrovebathrooms.com.au/toilets/,6002-R-W,0.2,0.0,0.2,5.0
Bunnings,toilets,5,Caroma Profile 5 Deluxe S Trap Toilet Suite WELS 5 Star 4.5L/Full,https://www.bunnings.com.au/caroma-profile-5-deluxe-s-trap-toilet-suite-wels-5-star-4-5l-full_p4820814,$1425,,(13),Special Order,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,4820814.0,0.2,0.0,0.2,5.0
MyHomeware,toilets,5,Poseidon 660x395x905mm Back To Wall Toilet Suite Box Rim Back/Left and Right Bottom Inlet,https://www.myhomeware.com.au/products/660mm-gloss-white-ceramic-toilet-suite-box-rim,$200.00,$290.00,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,PD-KDK021,0.2,0.0,0.2,5.0
The Blue Space,toilets,6,Caroma Urbane Wall Faced Invisi Series II Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-urbane-wall-faced-invisi-series-ii-toilet-suite,$699,"$1,904",1.0,"In Stock SA, In Stock QLD, In Stock, In Stock VIC",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.16666666666666666,0.0,0.16666666666666666,6.0
Reece,toilets,6,Caroma Luna Cleanflush Wall Faced Close Coupled Back Entry Toilet Suite with Soft Close Seat White (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/caroma-luna-cleanflush-wall-faced-close-coupled-2002618,$616.70,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.16666666666666666,0.0,0.16666666666666666,6.0
Highgrove Bathrooms,toilets,6,JASPER Tornado Wall Faced Toilet Suite Matte Black,https://www.highgrovebathrooms.com.au/product/jasper-tornado-wall-faced-toilet-suite-matte-black/,$649.00,,,,https://www.highgrovebathrooms.com.au/toilets/,JAS1-MB,0.16666666666666666,0.0,0.16666666666666666,6.0
Bunnings,toilets,6,Caroma Uniset II Connector P Trap Toilet Suite WELS 3 Star 6L/Full,https://www.bunnings.com.au/caroma-uniset-ii-connector-p-trap-toilet-suite-wels-3-star-6l-full_p4823152,$297,,(3),,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,4823152.0,0.16666666666666666,0.0,0.16666666666666666,6.0
MyHomeware,toilets,6,Macho 670x360x850mm Bathroom Rimless Tornado Toilet Suite Comfort Height Back To Wa...,https://www.myhomeware.com.au/products/670mm-ceramic-rimless-tornado-back-to-wall-toilet-suite-variant-color,$502.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,TS2125A-TR,0.16666666666666666,0.0,0.16666666666666666,6.0
The Blue Space,toilets,7,Caroma Luna Slim Cleanflush Toilet Suite - Upgraded Seat Design,https://www.thebluespace.com.au/collections/toilets/products/caroma-luna-slim-cleanflush-toilet-suite,$683,"$1,240",,"In Stock SA, In Stock QLD, In Stock, In Stock VIC, Best Seller",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.14285714285714285,0.0,0.14285714285714285,7.0
Reece,toilets,7,Posh Domaine Rimless Close Coupled Back to Wall Toilet Suite Bottom Inlet with Soft Close Quick Release Seat (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/posh-domaine-rimless-close-coupled-back-to-wall-9509219,$385.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.14285714285714285,0.0,0.14285714285714285,7.0
Highgrove Bathrooms,toilets,7,Concealed Pneumatic In Wall Cistern 80mm,https://www.highgrovebathrooms.com.au/product/concealed-pneumatic-in-wall-cistern-80mm/,$220.00,,,,https://www.highgrovebathrooms.com.au/toilets/,K301-Q,0.14285714285714285,0.0,0.14285714285714285,7.0
Bunnings,toilets,7,Caroma Luna Cleanflush Close Coupled Toilet Suite WELS 4 Star 4.5L/Full,https://www.bunnings.com.au/caroma-luna-cleanflush-close-coupled-toilet-suite-wels-4-star-4-5l-full_p0180848,$590,,(8),,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,180848.0,0.14285714285714285,0.0,0.14285714285714285,7.0
MyHomeware,toilets,7,Macho&Geberit Geberit Sigma8 Inwall Concealed Cistern and Rimless Wall Faced Toilet Pan wit...,https://www.myhomeware.com.au/products/geberit-inwall-toilet-package-rimless-wall-faced-pan,$709.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,Sigma8+TS2141D+UN-Sigma20KH,0.14285714285714285,0.0,0.14285714285714285,7.0
The Blue Space,toilets,8,Caroma Luna Cleanflush Invisi Series II Wall Faced Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-luna-cleanflush-invisi-series-ii-wall-faced-toilet-suite,$899,"$1,656",2.0,"In Stock SA, In Stock QLD, In Stock VIC, Rimless",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.125,0.0,0.125,8.0
Reece,toilets,8,Posh Solus Square Close Coupled Back to Wall Back Inlet Toilet Suite S&P Trap with Soft Close Quick Release Seat White/Chrome (4 Star),https://www.reece.com.au/product/bathroom-c544063/toilets-c544028/toilet-suites-c543736/posh-solus-square-close-coupled-back-to-wall-back-9505481,$350.00,,,,https://www.reece.com.au/search/bathroom-c544063/toilets-c544028/toilet-suites-c543736?sortBy=POPULARITY&sortDirection=DESCENDING,,0.125,0.0,0.125,8.0
Highgrove Bathrooms,toilets,8,VISTA Rimless Floor Pan,https://www.highgrovebathrooms.com.au/product/vista-rimless-floor-pan/,$329.00,,,,https://www.highgrovebathrooms.com.au/toilets/,TVI3-W,0.125,0.0,0.125,8.0
Bunnings,toilets,8,Stylus Jeda Connector S Trap Suite WELS 4 Star 4.5L/Full,https://www.bunnings.com.au/stylus-jeda-connector-s-trap-suite-wels-4-star-4-5l-full_p4823161,$294.68,,(2),,https://www.bunnings.com.au/search/products?q=toilet+suite&sort=RatingDescending&page=1,4823161.0,0.125,0.0,0.125,8.0
MyHomeware,toilets,8,Macho&Geberit Geberit Sigma8 Inwall Cistern with Rimless Wall Faced Toilet Pan with Push Bu...,https://www.myhomeware.com.au/products/geberit-inwall-toilet-package-rimless-wall-faced-pan-gloss-white,$699.00,,,,https://www.myhomeware.com.au/collections/best-selling-collection/toilet-products,Sigma8+TS1003D+UN-Sigma20KH,0.125,0.0,0.125,8.0
The Blue Space,toilets,9,Caroma Luna Cleanflush Close Coupled Toilet Suite,https://www.thebluespace.com.au/collections/toilets/products/caroma-luna-cleanflush-close-coupled-toilet-suite,$564,$969,2.0,"In Stock SA, In Stock QLD, In Stock VIC, Rimless",https://www.thebluespace.com.au/collections/toilets?sort_by=best-selling,,0.1111111111111111,0.0,0.1111111111111111,9.0
