Country,Date (YYYY-MM-DD),New Cases,New Deaths,Total Vaccinations,Stringency Index
Japan,2023-11-26,0.0,0.0,,
Japan,2023-11-27,0.0,0.0,,
Japan,2023-11-28,0.0,0.0,,
Japan,2023-11-29,0.0,0.0,,
Japan,2023-11-30,0.0,0.0,,
Japan,2023-12-01,,,,
Japan,2023-12-02,,,,
Japan,2023-12-03,,,,
Japan,2023-12-04,,,,
Japan,2023-12-05,,,,
Japan,2023-12-06,,,,
Japan,2023-12-07,,,,
Japan,2023-12-08,,,,
Japan,2023-12-09,,,,
Japan,2023-12-10,,,,
Japan,2023-12-11,,,,
Japan,2023-12-12,,,,
Japan,2023-12-13,,,,
Japan,2023-12-14,,,,
Japan,2023-12-15,,,,
Japan,2023-12-16,,,,
Japan,2023-12-17,,,,
Japan,2023-12-18,,,,
Japan,2023-12-19,,,,
Japan,2023-12-20,,,,
Japan,2023-12-21,,,,
Japan,2023-12-22,,,,
Japan,2023-12-23,,,,
Japan,2023-12-24,,,,
Japan,2023-12-25,,,,
Japan,2023-12-26,,,,
Japan,2023-12-27,,,,
Japan,2023-12-28,,,,
Japan,2023-12-29,,,,
Japan,2023-12-30,,,,
Japan,2023-12-31,,,433356604.0,
Japan,2024-01-01,,,,
Japan,2024-01-02,,,,
Japan,2024-01-03,,,,
Japan,2024-01-04,,,,
Japan,2024-01-05,,,,
Japan,2024-01-06,,,,
Japan,2024-01-07,,,,
Japan,2024-01-08,,,,
Japan,2024-01-09,,,,
Japan,2024-01-10,,,,
Japan,2024-01-11,,,,
Japan,2024-01-12,,,,
Japan,2024-01-13,,,,
Japan,2024-01-14,,,,
Japan,2024-01-15,,,,
Japan,2024-01-16,,,,
Japan,2024-01-17,,,,
Japan,2024-01-18,,,,
Japan,2024-01-19,,,,
Japan,2024-01-20,,,,
Japan,2024-01-21,,,,
Japan,2024-01-22,,,,
Japan,2024-01-23,,,,
Japan,2024-01-24,,,,
Japan,2024-01-25,,,,
Japan,2024-01-26,,,,
Japan,2024-01-27,,,,
Japan,2024-01-28,,,,
Japan,2024-01-29,,,,
Japan,2024-01-30,,,,
Japan,2024-01-31,,,,
Japan,2024-02-01,,,,
Japan,2024-02-02,,,,
Japan,2024-02-03,,,,
Japan,2024-02-04,,,,
Japan,2024-02-05,,,,
Japan,2024-02-06,,,,
Japan,2024-02-07,,,,
Japan,2024-02-08,,,,
Japan,2024-02-09,,,,
Japan,2024-02-10,,,,
Japan,2024-02-11,,,,
Japan,2024-02-12,,,,
Japan,2024-02-13,,,,
Japan,2024-02-14,,,,
Japan,2024-02-15,,,,
Japan,2024-02-16,,,,
Japan,2024-02-17,,,,
Japan,2024-02-18,,,,
Japan,2024-02-19,,,,
Japan,2024-02-20,,,,
Japan,2024-02-21,,,,
Japan,2024-02-22,,,,
Japan,2024-02-23,,,,
Japan,2024-02-24,,,,
Japan,2024-02-25,,,,
Japan,2024-02-26,,,,
Japan,2024-02-27,,,,
Japan,2024-02-28,,,,
Japan,2024-02-29,,,,
Japan,2024-03-01,,,,
Japan,2024-03-02,,,,
Japan,2024-03-03,,,,
Japan,2024-03-04,,,,
Japan,2024-03-05,,,,
Japan,2024-03-06,,,,
Japan,2024-03-07,,,,
Japan,2024-03-08,,,,
Japan,2024-03-09,,,,
Japan,2024-03-10,,,,
Japan,2024-03-11,,,,
Japan,2024-03-12,,,,
Japan,2024-03-13,,,,
Japan,2024-03-14,,,,
Japan,2024-03-15,,,,
Japan,2024-03-16,,,,
Japan,2024-03-17,,,,
Japan,2024-03-18,,,,
Japan,2024-03-19,,,,
Japan,2024-03-20,,,,
Japan,2024-03-21,,,,
Japan,2024-03-22,,,,
Japan,2024-03-23,,,,
Japan,2024-03-24,,,,
Japan,2024-03-25,,,,
Japan,2024-03-26,,,,
Japan,2024-03-27,,,,
Japan,2024-03-28,,,,
Japan,2024-03-29,,,,
Japan,2024-03-30,,,,
Japan,2024-03-31,,,,
Japan,2024-04-01,,,,
Japan,2024-04-02,,,,
Japan,2024-04-03,,,,
Japan,2024-04-04,,,,
Japan,2024-04-05,,,,
Japan,2024-04-06,,,,
Japan,2024-04-07,,,,
Japan,2024-04-08,,,,
Japan,2024-04-09,,,,
Japan,2024-04-10,,,,
Japan,2024-04-11,,,,
Japan,2024-04-12,,,,
Japan,2024-04-13,,,,
Japan,2024-04-14,,,,
Japan,2024-04-15,,,,
Japan,2024-04-16,,,,
Japan,2024-04-17,,,,
Japan,2024-04-18,,,,
Japan,2024-04-19,,,,
Japan,2024-04-20,,,,
Japan,2024-04-21,,,,
Japan,2024-04-22,,,,
Japan,2024-04-23,,,,
Japan,2024-04-24,,,,
Japan,2024-04-25,,,,
Japan,2024-04-26,,,,
Japan,2024-04-27,,,,
Japan,2024-04-28,,,,
Japan,2024-04-29,,,,
Japan,2024-04-30,,,,
Japan,2024-05-01,,,,
Japan,2024-05-02,,,,
Japan,2024-05-03,,,,
Japan,2024-05-04,,,,
Japan,2024-05-05,,,,
Japan,2024-05-06,,,,
Japan,2024-05-07,,,,
Japan,2024-05-08,,,,
Japan,2024-05-09,,,,
Japan,2024-05-10,,,,
Japan,2024-05-11,,,,
Japan,2024-05-12,,,,
Japan,2024-05-13,,,,
Japan,2024-05-14,,,,
Japan,2024-05-15,,,,
Japan,2024-05-16,,,,
Japan,2024-05-17,,,,
Japan,2024-05-18,,,,
Japan,2024-05-19,,,,
Japan,2024-05-20,,,,
Japan,2024-05-21,,,,
Japan,2024-05-22,,,,
Japan,2024-05-23,,,,
Japan,2024-05-24,,,,
Japan,2024-05-25,,,,
Japan,2024-05-26,,,,
Japan,2024-05-27,,,,
Japan,2024-05-28,,,,
Japan,2024-05-29,,,,
Japan,2024-05-30,,,,
Japan,2024-05-31,,,,
Japan,2024-06-01,,,,
Japan,2024-06-02,,,,
Japan,2024-06-03,,,,
Japan,2024-06-04,,,,
Japan,2024-06-05,,,,
Japan,2024-06-06,,,,
Japan,2024-06-07,,,,
Japan,2024-06-08,,,,
Japan,2024-06-09,,,,
Japan,2024-06-10,,,,
Japan,2024-06-11,,,,
Japan,2024-06-12,,,,
Japan,2024-06-13,,,,
Japan,2024-06-14,,,,
Japan,2024-06-15,,,,
Japan,2024-06-16,,,,
Japan,2024-06-17,,,,
Japan,2024-06-18,,,,
Japan,2024-06-19,,,,
Japan,2024-06-20,,,,
Japan,2024-06-21,,,,
Japan,2024-06-22,,,,
Japan,2024-06-23,,,,
Japan,2024-06-24,,,,
Japan,2024-06-25,,,,
Japan,2024-06-26,,,,
Japan,2024-06-27,,,,
Japan,2024-06-28,,,,
Japan,2024-06-29,,,,
Japan,2024-06-30,,,,
Japan,2024-07-01,,,,
Japan,2024-07-02,,,,
Japan,2024-07-03,,,,
Japan,2024-07-04,,,,
Japan,2024-07-05,,,,
Japan,2024-07-06,,,,
Japan,2024-07-07,,,,
Japan,2024-07-08,,,,
Japan,2024-07-09,,,,
Japan,2024-07-10,,,,
Japan,2024-07-11,,,,
Japan,2024-07-12,,,,
Japan,2024-07-13,,,,
Japan,2024-07-14,,,,
Japan,2024-07-15,,,,
Japan,2024-07-16,,,,
Japan,2024-07-17,,,,
Japan,2024-07-18,,,,
Japan,2024-07-19,,,,
Japan,2024-07-20,,,,
Japan,2024-07-21,,,,
Japan,2024-07-22,,,,
Japan,2024-07-23,,,,
Japan,2024-07-24,,,,
Japan,2024-07-25,,,,
Japan,2024-07-26,,,,
Japan,2024-07-27,,,,
Japan,2024-07-28,,,,
Japan,2024-07-29,,,,
Japan,2024-07-30,,,,
Japan,2024-07-31,,,,
Japan,2024-08-01,,,,
Japan,2024-08-02,,,,
Japan,2024-08-03,,,,
Japan,2024-08-04,,,,
Japan,2024-08-05,,,,
Japan,2024-08-06,,,,
Japan,2024-08-07,,,,
Japan,2024-08-08,,,,
Japan,2024-08-09,,,,
Japan,2024-08-10,,,,
Japan,2024-08-11,,,,
Japan,2024-08-12,,,,
Japan,2024-08-13,,,,
Japan,2024-08-14,,,,
Japan,2024-08-15,,,,
Japan,2024-08-16,,,,
Japan,2024-08-17,,,,
Japan,2024-08-18,,,,
Japan,2024-08-19,,,,
Japan,2024-08-20,,,,
Japan,2024-08-21,,,,
Japan,2024-08-22,,,,
Japan,2024-08-23,,,,
Japan,2024-08-24,,,,
Japan,2024-08-25,,,,
Japan,2024-08-26,,,,
Japan,2024-08-27,,,,
Japan,2024-08-28,,,,
Japan,2024-08-29,,,,
Japan,2024-08-30,,,,
Japan,2024-08-31,,,,
Japan,2024-09-01,,,,
Japan,2024-09-02,,,,
Japan,2024-09-03,,,,
Japan,2024-09-04,,,,
Japan,2024-09-05,,,,
Japan,2024-09-06,,,,
Japan,2024-09-07,,,,
Japan,2024-09-08,,,,
Japan,2024-09-09,,,,
Japan,2024-09-10,,,,
Japan,2024-09-11,,,,
Japan,2024-09-12,,,,
Japan,2024-09-13,,,,
Japan,2024-09-14,,,,
Japan,2024-09-15,,,,
Japan,2024-09-16,,,,
Japan,2024-09-17,,,,
Japan,2024-09-18,,,,
Japan,2024-09-19,,,,
Japan,2024-09-20,,,,
Japan,2024-09-21,,,,
Japan,2024-09-22,,,,
Japan,2024-09-23,,,,
Japan,2024-09-24,,,,
Japan,2024-09-25,,,,
Japan,2024-09-26,,,,
Japan,2024-09-27,,,,
Japan,2024-09-28,,,,
Japan,2024-09-29,,,,
Japan,2024-09-30,,,,
Japan,2024-10-01,,,,
Japan,2024-10-02,,,,
Japan,2024-10-03,,,,
Japan,2024-10-04,,,,
Japan,2024-10-05,,,,
Japan,2024-10-06,,,,
Japan,2024-10-07,,,,
Japan,2024-10-08,,,,
Japan,2024-10-09,,,,
Japan,2024-10-10,,,,
Japan,2024-10-11,,,,
Japan,2024-10-12,,,,
Japan,2024-10-13,,,,
Japan,2024-10-14,,,,
Japan,2024-10-15,,,,
Japan,2024-10-16,,,,
Japan,2024-10-17,,,,
Japan,2024-10-18,,,,
Japan,2024-10-19,,,,
Japan,2024-10-20,,,,
Japan,2024-10-21,,,,
Japan,2024-10-22,,,,
Japan,2024-10-23,,,,
Japan,2024-10-24,,,,
Japan,2024-10-25,,,,
Japan,2024-10-26,,,,
Japan,2024-10-27,,,,
Japan,2024-10-28,,,,
Japan,2024-10-29,,,,
Japan,2024-10-30,,,,
Japan,2024-10-31,,,,
Japan,2024-11-01,,,,
Japan,2024-11-02,,,,
Japan,2024-11-03,,,,
Japan,2024-11-04,,,,
Japan,2024-11-05,,,,
Japan,2024-11-06,,,,
Japan,2024-11-07,,,,
Japan,2024-11-08,,,,
Japan,2024-11-09,,,,
Japan,2024-11-10,,,,
Japan,2024-11-11,,,,
Japan,2024-11-12,,,,
Japan,2024-11-13,,,,
Japan,2024-11-14,,,,
Japan,2024-11-15,,,,
Japan,2024-11-16,,,,
Japan,2024-11-17,,,,
Japan,2024-11-18,,,,
Japan,2024-11-19,,,,
Japan,2024-11-20,,,,
Japan,2024-11-21,,,,
Japan,2024-11-22,,,,
Japan,2024-11-23,,,,
Japan,2024-11-24,,,,
Japan,2024-11-25,,,,
Japan,2024-11-26,,,,
Japan,2024-11-27,,,,
Japan,2024-11-28,,,,
Japan,2024-11-29,,,,
Japan,2024-11-30,,,,
Japan,2024-12-01,,,,
Japan,2024-12-02,,,,
Japan,2024-12-03,,,,
Japan,2024-12-04,,,,
Japan,2024-12-05,,,,
Japan,2024-12-06,,,,
Japan,2024-12-07,,,,
Japan,2024-12-08,,,,
Japan,2024-12-09,,,,
Japan,2024-12-10,,,,
Japan,2024-12-11,,,,
Japan,2024-12-12,,,,
Japan,2024-12-13,,,,
Japan,2024-12-14,,,,
Japan,2024-12-15,,,,
Japan,2024-12-16,,,,
Japan,2024-12-17,,,,
Japan,2024-12-18,,,,
Japan,2024-12-19,,,,
Japan,2024-12-20,,,,
Japan,2024-12-21,,,,
Japan,2024-12-22,,,,
Japan,2024-12-23,,,,
Japan,2024-12-24,,,,
Japan,2024-12-25,,,,
Japan,2024-12-26,,,,
Japan,2024-12-27,,,,
Japan,2024-12-28,,,,
Japan,2024-12-29,,,,
Japan,2024-12-30,,,,
Japan,2024-12-31,,,,
Mexico,2022-01-01,12780.0,96.0,148938454.0,35.19
Mexico,2022-01-02,11297.0,107.0,148943207.0,35.19
Mexico,2022-01-03,3757.0,109.0,148943382.0,35.19
Mexico,2022-01-04,5868.0,107.0,149382709.0,35.19
Mexico,2022-01-05,24299.0,146.0,149574164.0,39.15
Mexico,2022-01-06,32330.0,135.0,150180676.0,39.12
Mexico,2022-01-07,39146.0,140.0,,39.12
Mexico,2022-01-08,42720.0,138.0,151464652.0,39.08
Mexico,2022-01-09,46683.0,134.0,151945143.0,39.07
Mexico,2022-01-10,22680.0,142.0,152051707.0,39.06
Mexico,2022-01-11,19065.0,172.0,152315526.0,39.05
Mexico,2022-01-12,69003.0,183.0,,39.05
Mexico,2022-01-13,71900.0,185.0,153673555.0,39.02
Mexico,2022-01-14,75684.0,229.0,154611440.0,38.99
Mexico,2022-01-15,74978.0,229.0,155420388.0,38.97
Mexico,2022-01-16,73472.0,245.0,155882479.0,38.95
Mexico,2022-01-17,31477.0,247.0,,38.95
Mexico,2022-01-18,23881.0,281.0,156419272.0,38.94
Mexico,2022-01-19,81302.0,324.0,157145915.0,38.93
Mexico,2022-01-20,75305.0,377.0,157875271.0,38.91
Mexico,2022-01-21,71115.0,368.0,158656184.0,38.9
Mexico,2022-01-22,65742.0,388.0,,38.9
Mexico,2022-01-23,57993.0,410.0,160480629.0,38.89
Mexico,2022-01-24,25291.0,457.0,160816753.0,48.52
Mexico,2022-01-25,19021.0,433.0,161466948.0,48.52
Mexico,2022-01-26,62338.0,503.0,161997209.0,48.51
Mexico,2022-01-27,51378.0,561.0,164844649.0,48.5
Mexico,2022-01-28,46573.0,529.0,,48.5
Mexico,2022-01-29,41530.0,562.0,,48.5
Mexico,2022-01-30,36598.0,558.0,165543906.0,48.49
Mexico,2022-01-31,16659.0,548.0,165750330.0,48.49
Mexico,2022-02-01,12439.0,562.0,166102210.0,48.49
Mexico,2022-02-02,37510.0,548.0,166768826.0,48.49
Mexico,2022-02-03,29513.0,606.0,167682458.0,48.48
Mexico,2022-02-04,26920.0,583.0,168535697.0,48.48
Mexico,2022-02-05,23346.0,551.0,,48.48
Mexico,2022-02-06,20160.0,503.0,169627892.0,48.47
Mexico,2022-02-07,8937.0,504.0,169681294.0,36.64
Mexico,2022-02-08,6593.0,499.0,169815314.0,36.64
Mexico,2022-02-09,9686.0,488.0,170203675.0,36.64
Mexico,2022-02-10,20031.0,494.0,170713604.0,36.64
Mexico,2022-02-11,14943.0,497.0,171453754.0,36.63
Mexico,2022-02-12,13691.0,421.0,172046323.0,36.63
Mexico,2022-02-13,12491.0,405.0,172480864.0,36.63
Mexico,2022-02-14,5865.0,398.0,172673715.0,36.63
Mexico,2022-02-15,4898.0,391.0,173037874.0,36.61
Mexico,2022-02-16,13381.0,391.0,173826545.0,36.61
Mexico,2022-02-17,10387.0,348.0,174967379.0,36.61
Mexico,2022-02-18,9679.0,323.0,176177592.0,36.61
Mexico,2022-02-19,9260.0,295.0,,36.61
Mexico,2022-02-20,8106.0,239.0,177918897.0,36.61
Mexico,2022-02-21,3657.0,257.0,178130383.0,36.61
Mexico,2022-02-22,3176.0,244.0,,36.61
Mexico,2022-02-23,8162.0,262.0,179274307.0,36.6
Mexico,2022-02-24,6422.0,249.0,180066010.0,36.6
Mexico,2022-02-25,5941.0,208.0,,36.6
Mexico,2022-02-26,5458.0,198.0,,36.6
Mexico,2022-02-27,4465.0,153.0,181637603.0,36.6
Mexico,2022-02-28,1762.0,164.0,181945907.0,36.6
Mexico,2022-03-01,1521.0,156.0,182185704.0,36.6
Mexico,2022-03-02,5255.0,157.0,182472333.0,36.6
Mexico,2022-03-03,3637.0,113.0,182771895.0,36.6
Mexico,2022-03-04,3148.0,132.0,183043385.0,36.6
Mexico,2022-03-05,3259.0,101.0,,36.6
Mexico,2022-03-06,2787.0,107.0,183509755.0,36.59
Mexico,2022-03-07,1111.0,68.0,,38.7
Mexico,2022-03-08,903.0,96.0,183907915.0,38.7
Mexico,2022-03-09,3027.0,86.0,184272842.0,38.69
Mexico,2022-03-10,2469.0,72.0,184812990.0,38.69
Mexico,2022-03-11,2413.0,70.0,,38.69
Mexico,2022-03-12,2267.0,75.0,186141053.0,38.68
Mexico,2022-03-13,1879.0,65.0,,38.68
Mexico,2022-03-14,743.0,65.0,186532017.0,38.68
Mexico,2022-03-15,683.0,58.0,186796040.0,38.68
Mexico,2022-03-16,2265.0,46.0,187180552.0,38.68
Mexico,2022-03-17,1926.0,53.0,187650994.0,38.68
Mexico,2022-03-18,1596.0,41.0,188160158.0,38.67
Mexico,2022-03-19,1524.0,40.0,,38.67
Mexico,2022-03-20,1331.0,46.0,188763277.0,38.67
Mexico,2022-03-21,518.0,36.0,188854049.0,25.7
Mexico,2022-03-22,331.0,35.0,188885665.0,25.7
Mexico,2022-03-23,588.0,26.0,189083111.0,25.7
Mexico,2022-03-24,1698.0,33.0,,25.7
Mexico,2022-03-25,1357.0,26.0,189804498.0,25.7
Mexico,2022-03-26,1267.0,25.0,190197035.0,25.69
Mexico,2022-03-27,1161.0,28.0,190337668.0,25.69
Mexico,2022-03-28,422.0,22.0,190441475.0,25.69
Mexico,2022-03-29,357.0,29.0,191907868.0,25.69
Mexico,2022-03-30,1462.0,20.0,,25.69
Mexico,2022-03-31,1263.0,21.0,,25.69
Mexico,2022-04-01,1188.0,23.0,,25.69
Mexico,2022-04-02,1066.0,17.0,,25.69
Mexico,2022-04-03,765.0,21.0,,25.69
Mexico,2022-04-04,343.0,15.0,,25.69
Mexico,2022-04-05,281.0,13.0,,25.69
Mexico,2022-04-06,1029.0,23.0,,25.69
Mexico,2022-04-07,810.0,17.0,,25.69
Mexico,2022-04-08,798.0,16.0,,25.69
Mexico,2022-04-09,767.0,13.0,,25.69
Mexico,2022-04-10,729.0,20.0,,25.69
Mexico,2022-04-11,315.0,6.0,,25.69
Mexico,2022-04-12,261.0,10.0,,25.69
Mexico,2022-04-13,801.0,7.0,194537872.0,25.68
Mexico,2022-04-14,674.0,12.0,,25.68
Mexico,2022-04-15,642.0,12.0,,25.68
Mexico,2022-04-16,276.0,15.0,,25.68
Mexico,2022-04-17,236.0,9.0,195528994.0,25.67
Mexico,2022-04-18,212.0,16.0,,25.67
Mexico,2022-04-19,228.0,11.0,,25.67
Mexico,2022-04-20,886.0,7.0,196438782.0,25.67
Mexico,2022-04-21,606.0,8.0,196998244.0,25.67
Mexico,2022-04-22,756.0,8.0,197496797.0,25.67
Mexico,2022-04-23,586.0,12.0,,25.67
Mexico,2022-04-24,572.0,8.0,198353262.0,25.67
Mexico,2022-04-25,271.0,8.0,198511220.0,25.67
Mexico,2022-04-26,329.0,4.0,,25.67
Mexico,2022-04-27,863.0,3.0,,25.67
Mexico,2022-04-28,688.0,9.0,,25.67
Mexico,2022-04-29,672.0,6.0,,25.67
Mexico,2022-04-30,623.0,3.0,,25.67
Mexico,2022-05-01,547.0,8.0,,25.67
Mexico,2022-05-02,243.0,9.0,,25.67
Mexico,2022-05-03,222.0,7.0,,25.67
Mexico,2022-05-04,857.0,8.0,,25.67
Mexico,2022-05-05,797.0,6.0,,25.67
Mexico,2022-05-06,756.0,2.0,201861103.0,25.67
Mexico,2022-05-07,677.0,4.0,,25.67
Mexico,2022-05-08,772.0,6.0,,25.67
Mexico,2022-05-09,294.0,7.0,,25.67
Mexico,2022-05-10,283.0,6.0,,25.67
Mexico,2022-05-11,1079.0,4.0,,25.67
Mexico,2022-05-12,510.0,9.0,,25.67
Mexico,2022-05-13,1144.0,5.0,205629496.0,25.67
Mexico,2022-05-14,1064.0,1.0,,25.67
Mexico,2022-05-15,985.0,2.0,,25.67
Mexico,2022-05-16,397.0,7.0,206941649.0,25.67
Mexico,2022-05-17,335.0,7.0,,25.67
Mexico,2022-05-18,1412.0,6.0,,25.67
Mexico,2022-05-19,1322.0,6.0,,25.67
Mexico,2022-05-20,1420.0,2.0,206941649.0,25.67
Mexico,2022-05-21,1448.0,5.0,,25.67
Mexico,2022-05-22,1416.0,7.0,,25.67
Mexico,2022-05-23,593.0,4.0,,25.67
Mexico,2022-05-24,579.0,7.0,,25.67
Mexico,2022-05-25,2301.0,6.0,,25.67
Mexico,2022-05-26,2114.0,4.0,,25.67
Mexico,2022-05-27,2320.0,9.0,,25.67
Mexico,2022-05-28,2171.0,3.0,,25.67
Mexico,2022-05-29,2159.0,5.0,,25.67
Mexico,2022-05-30,924.0,4.0,,25.67
Mexico,2022-05-31,876.0,3.0,,25.67
Mexico,2022-06-01,3470.0,6.0,,25.67
Mexico,2022-06-02,3461.0,7.0,,25.67
Mexico,2022-06-03,3665.0,3.0,208630697.0,25.67
Mexico,2022-06-04,3478.0,4.0,,25.67
Mexico,2022-06-05,3676.0,8.0,,25.67
Mexico,2022-06-06,1559.0,5.0,,25.67
Mexico,2022-06-07,1356.0,5.0,,25.67
Mexico,2022-06-08,6200.0,5.0,,25.67
Mexico,2022-06-09,5791.0,5.0,,25.67
Mexico,2022-06-10,6614.0,4.0,208765211.0,25.67
Mexico,2022-06-11,6369.0,7.0,,25.67
Mexico,2022-06-12,6482.0,6.0,,25.67
Mexico,2022-06-13,2616.0,7.0,,25.67
Mexico,2022-06-14,2264.0,15.0,,25.67
Mexico,2022-06-15,10039.0,11.0,,25.67
Mexico,2022-06-16,9562.0,14.0,,25.67
Mexico,2022-06-17,10208.0,5.0,209030212.0,25.67
Mexico,2022-06-18,10018.0,11.0,,25.67
Mexico,2022-06-19,10606.0,13.0,,25.67
Mexico,2022-06-20,4453.0,14.0,,25.67
Mexico,2022-06-21,3733.0,14.0,,17.59
Mexico,2022-06-22,16957.0,14.0,,17.59
Mexico,2022-06-23,16735.0,17.0,,17.59
Mexico,2022-06-24,18014.0,22.0,209179257.0,17.59
Mexico,2022-06-25,18409.0,18.0,,17.59
Mexico,2022-06-26,18965.0,19.0,,17.59
Mexico,2022-06-27,7782.0,18.0,,19.44
Mexico,2022-06-28,7167.0,30.0,,19.44
Mexico,2022-06-29,28019.0,27.0,,19.44
Mexico,2022-06-30,26950.0,22.0,,19.44
Mexico,2022-07-01,27564.0,35.0,,19.44
Mexico,2022-07-02,27831.0,26.0,,19.44
Mexico,2022-07-03,27152.0,28.0,,19.44
Mexico,2022-07-04,11114.0,40.0,,19.44
Mexico,2022-07-05,9632.0,33.0,,19.44
Mexico,2022-07-06,37784.0,51.0,,19.44
Mexico,2022-07-07,36007.0,41.0,,25.0
Mexico,2022-07-08,36453.0,49.0,209673612.0,25.0
Mexico,2022-07-09,35711.0,54.0,,25.0
Mexico,2022-07-10,33404.0,47.0,,25.0
Mexico,2022-07-11,13288.0,60.0,,25.0
Mexico,2022-07-12,11636.0,75.0,,30.56
Mexico,2022-07-13,44550.0,82.0,,30.56
Mexico,2022-07-14,39637.0,73.0,,33.33
Mexico,2022-07-15,37545.0,100.0,,33.33
Mexico,2022-07-16,35391.0,92.0,,33.33
Mexico,2022-07-17,31826.0,77.0,,33.33
Mexico,2022-07-18,12400.0,85.0,,33.33
Mexico,2022-07-19,10354.0,82.0,,33.33
Mexico,2022-07-20,38847.0,92.0,,33.33
Mexico,2022-07-21,32969.0,76.0,,33.33
Mexico,2022-07-22,31827.0,103.0,209673612.0,33.33
Mexico,2022-07-23,28372.0,87.0,,33.33
Mexico,2022-07-24,25218.0,82.0,,33.33
Mexico,2022-07-25,9627.0,78.0,,33.33
Mexico,2022-07-26,7504.0,79.0,,33.33
Mexico,2022-07-27,28488.0,98.0,,33.33
Mexico,2022-07-28,22981.0,100.0,,33.33
Mexico,2022-07-29,20538.0,96.0,,33.33
Mexico,2022-07-30,17760.0,87.0,,33.33
Mexico,2022-07-31,15140.0,100.0,,33.33
Mexico,2022-08-01,5936.0,86.0,,33.33
Mexico,2022-08-02,5023.0,83.0,,33.33
Mexico,2022-08-03,18914.0,83.0,,33.33
Mexico,2022-08-04,14396.0,94.0,,33.33
Mexico,2022-08-05,13319.0,84.0,209673612.0,33.33
Mexico,2022-08-06,12068.0,82.0,,33.33
Mexico,2022-08-07,10607.0,84.0,,33.33
Mexico,2022-08-08,4014.0,71.0,,33.33
Mexico,2022-08-09,3270.0,48.0,,33.33
Mexico,2022-08-10,13093.0,69.0,,33.33
Mexico,2022-08-11,9846.0,59.0,,33.33
Mexico,2022-08-12,8932.0,64.0,209673612.0,33.33
Mexico,2022-08-13,7753.0,53.0,,33.33
Mexico,2022-08-14,6746.0,59.0,,33.33
Mexico,2022-08-15,2458.0,40.0,,33.33
Mexico,2022-08-16,2139.0,46.0,,33.33
Mexico,2022-08-17,8209.0,41.0,,33.33
Mexico,2022-08-18,5876.0,58.0,,33.33
Mexico,2022-08-19,5345.0,44.0,209673612.0,33.33
Mexico,2022-08-20,4834.0,34.0,,33.33
Mexico,2022-08-21,4383.0,29.0,,33.33
Mexico,2022-08-22,1708.0,39.0,,33.33
Mexico,2022-08-23,1522.0,31.0,,33.33
Mexico,2022-08-24,5618.0,32.0,,33.33
Mexico,2022-08-25,4126.0,44.0,,33.33
Mexico,2022-08-26,3755.0,37.0,209673612.0,33.33
Mexico,2022-08-27,3281.0,27.0,,33.33
Mexico,2022-08-28,2946.0,21.0,,33.33
Mexico,2022-08-29,1140.0,34.0,,24.07
Mexico,2022-08-30,1108.0,24.0,,15.74
Mexico,2022-08-31,3830.0,23.0,,15.74
Mexico,2022-09-01,3075.0,24.0,,15.74
Mexico,2022-09-02,2599.0,18.0,209673612.0,15.74
Mexico,2022-09-03,2437.0,25.0,,15.74
Mexico,2022-09-04,2222.0,23.0,,15.74
Mexico,2022-09-05,963.0,17.0,,15.74
Mexico,2022-09-06,894.0,15.0,,15.74
Mexico,2022-09-07,2762.0,15.0,,15.74
Mexico,2022-09-08,2107.0,14.0,,15.74
Mexico,2022-09-09,1865.0,14.0,,15.74
Mexico,2022-09-10,1767.0,17.0,,15.74
Mexico,2022-09-11,1697.0,13.0,,15.74
Mexico,2022-09-12,632.0,20.0,,13.89
Mexico,2022-09-13,594.0,12.0,,13.89
Mexico,2022-09-14,2283.0,11.0,,13.89
Mexico,2022-09-15,1638.0,19.0,,13.89
Mexico,2022-09-16,1400.0,6.0,209673612.0,13.89
Mexico,2022-09-17,729.0,10.0,,13.89
Mexico,2022-09-18,415.0,8.0,,13.89
Mexico,2022-09-19,466.0,9.0,,13.89
Mexico,2022-09-20,394.0,5.0,,13.89
Mexico,2022-09-21,1866.0,5.0,,13.89
Mexico,2022-09-22,1464.0,12.0,,13.89
Mexico,2022-09-23,1307.0,7.0,,13.89
Mexico,2022-09-24,1133.0,16.0,,13.89
Mexico,2022-09-25,1043.0,1.0,,13.89
Mexico,2022-09-26,422.0,10.0,,13.89
Mexico,2022-09-27,340.0,8.0,,13.89
Mexico,2022-09-28,1324.0,12.0,,13.89
Mexico,2022-09-29,960.0,13.0,,13.89
Mexico,2022-09-30,807.0,6.0,,13.89
Mexico,2022-10-01,709.0,3.0,,13.89
Mexico,2022-10-02,637.0,3.0,,13.89
Mexico,2022-10-03,321.0,8.0,,13.89
Mexico,2022-10-04,249.0,9.0,,13.89
Mexico,2022-10-05,913.0,7.0,,13.89
Mexico,2022-10-06,677.0,12.0,,13.89
Mexico,2022-10-07,659.0,10.0,223158993.0,13.89
Mexico,2022-10-08,579.0,5.0,,13.89
Mexico,2022-10-09,480.0,2.0,,13.89
Mexico,2022-10-10,174.0,3.0,,13.89
Mexico,2022-10-11,169.0,2.0,,13.89
Mexico,2022-10-12,650.0,4.0,,13.89
Mexico,2022-10-13,555.0,2.0,,13.89
Mexico,2022-10-14,461.0,3.0,,13.89
Mexico,2022-10-15,459.0,4.0,,13.89
