"name","restaurant_name","identifier","price_usd"
"YUCA FRITA","GUANTANAMERA RESTAURANT","SEAMLESS, FOREST HILLS, NY",8
"YUCA FRITA","GUAYACO FOOD & ROLLAS","BROOKLYN, NY",3
"YUCA FRITA","GUSTO CRIOLLO","SAN ANTONIO, TX",4
"YUCA FRITA","HABANA VIEJA RESTAURANT","GRUBHUB, MIAMI, FL",3.95
"YUCA FRITA","HAVANA 1957","MIAMI, FL",6
"YUCA FRITA","HAVANA HEIGHTS","SEAMLESS, NEW YORK, NY",7
"YUCA FRITA","HAVANA MANIA","GRUBHUB, REDONDO BEACH, CA",5.99
"YUCA FRITA","HAVANA NY BAR RESTAURANT","NEW YORK, NY",6
"YUCA FRITA","JUNIOR'S GRILL CAFE","GRUBHUB, MELROSE PARK, IL",4.5
"YUCA FRITA","KAM PO","GRUBHUB, FALLS CHURCH, VA",3.25
"YUCA FRITA","KELSO BISTRO BAR AND RESTAURANT","BROOKLYN, NY",5
"YUCA FRITA","KERELYS CUBAN CAFE & PIZZERIA","UBEREATS, CHICAGO, IL",4.49
"YUCA FRITA","KUKARA MACARA","NEW YORK, NY",4
"YUCA FRITA","LA BAMBA FOOD CORP.","BROOKLYN, NY",2
"YUCA FRITA","LA BODEGA PERUVIAN RESTAURANT","13774 SOUTHWEST 88TH STREET, DOORDASH, MIAMI, FL",3.49
"YUCA FRITA","LA CAMISA NEGRA","JAMAICA, NY",2.5
"YUCA FRITA","LA COCINA BORICUA","BRONX, NY",4
"YUCA FRITA","LA CORITA TACO SHOP","UBEREATS, WARMINSTER, PA",3.5
"YUCA FRITA","LA HOGUERA PAISA RESTAURANT","SUNNYSIDE, NY",4.5
"YUCA FRITA","LA NUEVA COLOMBIA RESTAURANT","SEAMLESS, EAST ELMHURST, NY",4.95
"YUCA FRITA","LA NUEVA ESPANA","SEAMLESS, NEW YORK, NY",5.5
"YUCA FRITA","LA PARRILLA","LAWRENCE, KS",6.59
"YUCA FRITA","LA PERUANITA RESTAURANT","GRUBHUB, NORTH MIAMI BEACH, FL",2.5
"YUCA FRITA","LA POLLADA PERUVIAN GRILL","ANAHEIM, CA",3.9
"YUCA FRITA","LA VEGA ORGANIC BITES AND JUICES","SEAMLESS, NEW YORK, NY",3
"YUCA FRITA","LA VINA CUBAN CUISINE","UBEREATS, HOUSTON, TX",3.25
"YUCA FRITA","LAS AMERICAS RESTAURANT","SUNNYSIDE, NY",1.5
"YUCA FRITA","LAS BRASA'S PERUVIAN RESTAURANT","ALLENTOWN, PA",2.95
"YUCA FRITA","LAS VEGAS CUBAN CUISINE","MIAMI BEACH, FL",5.95
"YUCA FRITA","LAS VINAS","MINEOLA, NY",5
"YUCA FRITA","LATINO BAR & GRILL","GRUBHUB, AKRON, OH",5.99
"YUCA FRITA","LATINO BAR & GRILL","UBEREATS, AKRON, OH",6.99
"YUCA FRITA","LEMONCELLO","UBEREATS, PHILADELPHIA, PA",4.5
"YUCA FRITA","LOS NICHES COLOMBIAN RESTAURANT","CHICAGO, IL",2.5
"YUCA FRITA","MADE IN PUERTO RICO LATIN CUISINE","SEAMLESS, BRONX, NY",7
"YUCA FRITA","MALECON","SEAMLESS, NEW YORK, NY",4.5
"YUCA FRITA","MANNY MOFONGO","SEAMLESS, YONKERS, NY",4.99
"YUCA FRITA","MAR Y TIERRA FINE PERUVIAN SEAFOOD","GRUBHUB, MIAMI, FL",2.99
"YUCA FRITA","MARIOS FAMILY RESTAURANT","GRUBHUB, HOMESTEAD, FL",4.99
"YUCA FRITA","MARISCO CIELITO LINDO","GRUBHUB, NORTH HOLLYWOOD, CA",10.95
"YUCA FRITA","MAYAN KITCHEN","CHATTANOOGA, TN",6
"YUCA FRITA","MELITA'S RESTAURANT & BAR","UBEREATS, HOUSTON, TX",9.99
"YUCA FRITA","MEZCLA DE SABORES","SEAMLESS, NY, NY",0.5
"YUCA FRITA","MI ISLITA","UNION, NJ",2.75
"YUCA FRITA","MI PATRIA DTLA","UBEREATS, LOS ANGELES, CA",6
"YUCA FRITA","MI RANCHITO BAKERY AND RESTAURANT","WOODHAVEN, NY",2.5
"YUCA FRITA","MI RECUERDO COLOMBIAN & MEXICAN RESTAURANT","UBEREATS, HOUSTON, TX",3.25
"YUCA FRITA","MI TERRUNO - STAMFORD, CT","UBEREATS, STAMFORD, CONNECTICUT",5.25
"YUCA FRITA","MI VIEJO SAN JUAN","BRONX, NY",7
"YUCA FRITA","MIMA'S TASTE OF CUBA","UBEREATS, CHICAGO, IL",5
"YUCA FRITA","MOFONGOS","GRUBHUB, NORTH HOLLYWOOD, CA",4.99
"YUCA FRITA","MORENA'S KITCHEN","UBEREATS, CHICAGO, IL",3.99
"YUCA FRITA","MY LITTLE RANCH PIZZA & RESTAURANT","GRUBHUB, STAMFORD, CT",3
"YUCA FRITA","NOCHES DE COLOMBIA","2821 BERGENLINE AVENUE, DOORDASH, UNION CITY, NJ",4.75
"YUCA FRITA","NOCHES DE COLOMBIA","SPRING VALLEY, NY",3.5
"YUCA FRITA","NOCHES DE COLOMBIA LONG ISLAND","SEAMLESS, MINEOLA, NY",3.95
"YUCA FRITA","NOCHES DE COLOMBIA RESTAURANT","SEAMLESS, PORT CHESTER, NY",3.5
"YUCA FRITA","NOCHES DE COLOMBIA, NANUET, NY","UBEREATS, NANUET, NY",3.5
"YUCA FRITA","PAISA'S TWIN ON RICHMOND","UBEREATS, HOUSTON, TX",3.37
"YUCA FRITA","PARACAS RESTAURANT & PISCO BAR","BROOKLYN, NY",3.95
"YUCA FRITA","PINK SALT","SEATTLE, WA",7.5
"YUCA FRITA","POLLITOS","UNIONDALE, NY",3
"YUCA FRITA","POLLOS GUS","JACKSON HEIGHTS, NY",2.99
"YUCA FRITA","QUE RICO! CUBAN CAFE","NEW, LA",7
"YUCA FRITA","RANCHO ALEGRE","SAVANNAH, GA",5
"YUCA FRITA","RELLENO-EL PUNTO DE LA PICADERA","NEW YORK, NY",3
"YUCA FRITA","RINCON MONTANERO","UBEREATS, ORLANDO, FL",4.25
"YUCA FRITA","ROCOTO RESTAURANT","JAMAICA, NY",4
"YUCA FRITA","ROY HAM RESTAURANT","GRUBHUB, PHILADELPHIA, PA",4
"YUCA FRITA","SABOR A CAFE COLOMBIAN STEAKHOUSE","UBEREATS, CHICAGO, IL",4
"YUCA FRITA","SABOR DE LA ISLA","STATEN ISLAND, NY",3
"YUCA FRITA","SABROSURA RESTAURANT","1200 CASTLE HILL AVENUE, DOORDASH, THE BRONX, NY",3.95
"YUCA FRITA","SAL Y PIMIENTA KITCHEN","GRUBHUB, HOUSTON, TX",7.5
"YUCA FRITA","SE LLAMA PERU RESTAURANT","GRUBHUB, FORT LAUDERDALE, FL",3
"YUCA FRITA","SENOR PAN (ELSTON)","UBEREATS, CHICAGO, IL",4.95
"YUCA FRITA","SENOR PAN CAFE EXPRESS","UBEREATS, CHICAGO, IL",5.95
"YUCA FRITA","SPRING TIME","JAMAICA, NY",2
"YUCA FRITA","TAINOS BAKERY & DELI","LAKE UNDERHILL, UBEREATS, ORLANDO, FL",2.98
"YUCA FRITA","TASTE OF HAVANA","UBEREATS, CHICAGO, IL",7
"YUCA FRITA","THE DULCE ESQUINA","SEAMLESS, BRONX, NY",5.99
"YUCA FRITA","TROPIC POLLO","SEAMLESS, ELMHURST, NY",4
"YUCA FRITA","TU CASA","ASTORIA, NY",4.25
"YUCA FRITA","TU CASA EXPRESS-RICHMOND HILL","RICHMOND HILL, NY",5
"YUCA FRITA","UPAYA'S RESTAURANT","ELMHURST, NY",4
"YUCA FRITA","URUBAMBA","JACKSON HEIGHTS, NY",3.75
"YUCA FRITA","VENEZIA PIZZA & LOUNGE","GRUBHUB, MIAMI BEACH, FL",3
"YUCA FRITA","VENEZUELAN BOWL GRILL","CHICAGO, IL",3.5
"YUCA FRITA","VENUS BAR AND RESTAURANT","PASSAIC, NJ",3
"YUCA FRITA","VICTOR'S 1959 CAFE","GRUBHUB, MINNEAPOLIS, MN",4
"YUCA FRITA","W CARIBBEAN CUBAN RESTAURANT","GRUBHUB, LAKELAND, FL",3.25
"YUCA FRITA","WAJIRO'S RESTAURANT","GRUBHUB, MIAMI, FL",5
"YUCA FRITA","WANKA","MASPETH, NY",4
"YUCA FRITA (FRIED CASSAVA)","COCO LOCO CUBAN & CARIBBEAN CAFE","ATLANTA, GA",2.75
"YUCA FRITA (FRIED CASSAVA)","LAURELES","JACKSON HEIGHTS, NY",1.5
"YUCA FRITA (FRIED YUCA)","DUPLICATE","7700 TONNELLE AVENUE, DOORDASH, NORTH BERGEN, NJ",2.95
"YUCA FRITA (FRIED YUCA)","PERU GOURMET","UBEREATS, HOUSTON, TX",4.9
"YUCA FRITA (FRIED YUCA)","SARITA'S PUPUSERIA","UBEREATS, LOS ANGELES, CA",6
"YUCA FRITA (FRIED)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",3.99
"YUCA FRITA (FRIES CASSAVA)","SE SALIO EL POLLO","456B SMITH STREET, DOORDASH, PERTH AMBOY, NJ",3.5
"YUCA FRITA (FRIES YUCCA)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",4
"YUCA FRITA - CASAVA ROOT","LAS VEGAS CUBAN CUISINE (STIRLING RD)","GRUBHUB, HOLLYWOOD, FL",6.95
"YUCA FRITA - FRIED CASSAVA","FREDY'S PIZZA & RESTAURANT INC.","BAY SHORE, NY",3.5
"YUCA FRITA - FRIED CASSAVA","MESON COLOMBIANO","JACKSON HEIGHTS, NY",2.75
"YUCA FRITA - REGULAR","ACUARIO","STAMFORD, CT",8
"YUCA FRITA - REGULAR","BARRIO LATINO","AVENTURA, FL",6.99
"YUCA FRITA - REGULAR","BEEPS FAST FOOD","VAN NUYS, CA",4
"YUCA FRITA / FRIED CASSAVA","FONDA LA TAQUIZA","5135 ALBEMARLE ROAD, DOORDASH, CHARLOTTE, NC",8.04
"YUCA FRITA / FRIED CASSAVA","PLATO Y RUMBA RESTAURANT","SEAMLESS, BRONX, NY",15
"YUCA FRITA / FRIED YUCA","COPPELIA'S BAKERY & CAFE","GRUBHUB, LOS ANGELES, CA",5.95
"YUCA FRITA / SANCOCHADA","CABIMAS LATIN RESTAURANT & GALLERY","ORLANDO, FL",2.5
"YUCA FRITA 6 PESCADITAS CON CHICHARRON","RINCON GUANACO RESTAURANT","DEER PARK, NY",6.95
"YUCA FRITA A LO ROMEU","ROMEU'S CUBAN RESTAURANT","GRUBHUB, SOUTHWEST RANCHES, FL",5.75
"YUCA FRITA AND  FRIED CASSAVA","LAS COLINAS RESTAURANT","GRUBHUB, WILTON MANORS, FL",2.5
"YUCA FRITA BREAKFAST","ANGIE'S BREAKFAST SPOT","SEAMLESS, BROOKLYN, NY",4.5
"YUCA FRITA C/ CHICHARRON","I LOVE PUPUSAS","ROGERS, AR",4.49
"YUCA FRITA CON CARNE ASADA PICADA","SABOR GUANACO","BAY SHORE, NY",6.95
"YUCA FRITA CON CARNE DE RES PICADA","RINCON GUANACO RESTAURANT","DEER PARK, NY",5.95
"YUCA FRITA CON CHICHARRO","CONCHAGUA RESTAURANT & PUPUSERIA #2","GRUBHUB, LYNWOOD, CA",9.25
"YUCA FRITA CON CHICHARRON","BRISAS DEL MAR","FREEPORT, NY",10.9
"YUCA FRITA CON CHICHARRON","CAFE COSTA DEL SOL","REVERE, MA",8.5
"YUCA FRITA CON CHICHARRON","EL AREPAZA","SALT LAKE CITY, UT",4.5
"YUCA FRITA CON CHICHARRON","EL DORADO SALVADORIAN & MEXICAN RESTAURANT","GRUBHUB, CARTERSVILLE, GA",8.99
"YUCA FRITA CON CHICHARRON","EL MAJAHUAL PUPUSERIA","1925 W TEMPLE ST, UBEREATS, LOS ANGELES, CA",13.15
"YUCA FRITA CON CHICHARRON","EL MEXSAL","GRUBHUB, PROVO, UT",6.25
"YUCA FRITA CON CHICHARRON","LAS ISLETAS RESTAURANT","GRUBHUB, SAN FRANCISCO, CA",12.95
"YUCA FRITA CON CHICHARRON","MIGUELENO RESTAURANT","HUNTINGTON STATION, NY",11
"YUCA FRITA CON CHICHARRON","MIRANDA'S RIVER CAFE","SEAMLESS, HEMPSTEAD, NY",9.95
"YUCA FRITA CON CHICHARRON","RESTAURANTE METAPAN","UNIONDALE, NY",3.75
"YUCA FRITA CON CHICHARRON","SABOR GUANACO","BAY SHORE, NY",5.95
"YUCA FRITA CON CHICHARRON","SIRENITA'S","GRUBHUB, LONG BEACH, CA",8.99
"YUCA FRITA CON CHICHARRON","TAQUERIA Y PUPUSERIA LA BENDICION","GRUBHUB, SOUTH HOUSTON, TX",8.99
"YUCA FRITA CON CHICHARRON (FRIED YUCCA ROOT WITH FRIED PORK.)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",7.99
"YUCA FRITA CON CHICHARRON (YUCCA ROOT WITH FRIED PORK)","EL TORO Y LA LUNA","UBEREATS, LOS ANGELES, CA",7.99
"YUCA FRITA CON CHICHARRON DE POLLO","EL ESPINO","SEAMLESS, BROOKLYN, NY",10
"YUCA FRITA CON CHICHARRON DE PUERCO","EL ESPINO","SEAMLESS, BROOKLYN, NY",10
"YUCA FRITA CON CHICHARRON LUNCH","EL PATRON GRILL & BAR","SEAMLESS, FLUSHING, NY",5.99
"YUCA FRITA CON CHICHARRON PUPUSA","PICANTE MEXICAN CENTRAL AMERICAN RESTAURANT","FREEPORT, NY",8.5
"YUCA FRITA CON CHICHARRONES","DELICIAS DE EL SALVADOR","UBEREATS, LOS ANGELES, CA",7.99
"YUCA FRITA CON CHICHARRONES","FLOR BLANCA RESTAURANT","UBEREATS, LOS ANGELES, CA",13
"YUCA FRITA CON CHICHARRONES","LA CORITA TACO SHOP","UBEREATS, WARMINSTER, PA",7.5
"YUCA FRITA CON CHICHARRONES","LAS CAZUELAS","LOS ANGELES, CA",11
"YUCA FRITA CON CHICHARRONES","LOS CABOS THE PUPUSA HOUSE #1","GRUBHUB, BAKERSFIELD, CA",9.99
"YUCA FRITA CON CHICHARRONES","VILMA’S RESTAURANT","UBEREATS, LOS ANGELES, CA",6.99
"YUCA FRITA CON CHICHARRONES DE CERDO","AKS HALAL DELI & GRILL","BRONX, NY",7
"YUCA FRITA CON CHICHARRONES DE POLLO","AKS HALAL DELI & GRILL","BRONX, NY",7.5
"YUCA FRITA CON CHICHARRÓN","COCINA ABUELITA CARMEN","UBEREATS, LOS ANGELES, CA",6.5
"YUCA FRITA CON CHICHARRÓN","SAL SAZON & SABOR","UBEREATS, HOUSTON, TX",11.99
"YUCA FRITA CON CHICHARRÓN","SARITA'S PUPUSERIA","UBEREATS, LOS ANGELES, CA",12
"YUCA FRITA CON CHICHARRÓN / FRIED YUCCA WITH FRIED PORK","NAOMI’S PUPUSERIA & RESTAURANT","UBEREATS, LOS ANGELES, CA",10.25
"YUCA FRITA CON CHICKARRONES","EL ATLACATL","GRUBHUB, MIAMI, FL",8
"YUCA FRITA CON CHORIZO LUNCH","EL PATRON GRILL & BAR","SEAMLESS, FLUSHING, NY",5.99
"YUCA FRITA CON FRITADA","LAS CAZUELAS","LOS ANGELES, CA",11
"YUCA FRITA CON PESCADITAS","SABOR GUANACO","BAY SHORE, NY",5.95
"YUCA FRITA CON PESCADITOS (FRIED YUCCA ROOT WITH ANCHOVIES)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",7.99
"YUCA FRITA CON SALSA CILAMA","LATIN KITCHEN","BRONX, NY",6
"YUCA FRITA CON SALSA CILANTRO MAYO","UNCLE AL'S SOUL FOOD KITCHEN","BRONX, NY",6
"YUCA FRITA CORN CHICHARRON","KALA'AN MUL BAR & GRILL","YONKERS, NY",8.5
"YUCA FRITA DINNER","VICTOR'S 1959 CAFE","GRUBHUB, MINNEAPOLIS, MN",4
"YUCA FRITA LUNCH","ANGIE'S BREAKFAST SPOT","SEAMLESS, BROOKLYN, NY",4.5
"YUCA FRITA LUNCH","FLORIDA RESTAURANT","DOWNEY, CA",3.95
"YUCA FRITA LUNCH","GUANTANAMERA RESTAURANT","SEAMLESS, FOREST HILLS, NY",8
"YUCA FRITA LUNCH","SAL Y PIMIENTA KITCHEN","GRUBHUB, HOUSTON, TX",5
"YUCA FRITA O COCIDA CON CHICHARRON","EL BUEN SABOR","UBEREATS, LOS ANGELES, CA",12.99
"YUCA FRITA O COCIDA CON CHICHARRÓN","LA PUPUSA LOKA","UBEREATS, HOUSTON, TX",7.5
"YUCA FRITA O COCIDA CON MOJO","TIERRA COLOMBIANA RESTAURANT","GRUBHUB, PHILADELPHIA, PA",5.6
"YUCA FRITA O COCINA CON SALPICONN","EL BUEN SABOR","UBEREATS, LOS ANGELES, CA",12.99
"YUCA FRITA O COSIDA CON CHICHARRON - REGULAR","BODY ENERGY CLUB","WEST HOLLYWOOD, CA",8.25
"YUCA FRITA O SALCOCHADA CON CHICHARRONES O PEPEZCAS","FLOR BLANCA RESTAURANT","UBEREATS, LOS ANGELES, CA",13
"YUCA FRITA O SANCOCHADA","LIMA LIMON","JACKSON HEIGHTS, NY",3
"YUCA FRITA O SANCOCHADA","POLLOS EL CHEVERE","PASSAIC, NJ",4.25
"YUCA FRITA O SANCOCHADA / FRIED OR BOILED CASSAVA","DON PEPE","200 BUCKELEW AVENUE, DOORDASH, JAMESBURG, NJ",4.99
"YUCA FRITA O SANCOCHADA CON CHICHARRONES","ARMENIA RESTAURANTE SALVADOREÑO","UBEREATS, LOS ANGELES, CA",10
"YUCA FRITA O SUDADA","PANCHITA GRILL","GRUBHUB, DEER PARK, NY",4.5
"YUCA FRITA ORDER","CIBONEY","GRUBHUB, MIAMI LAKES, FL",4.95
"YUCA FRITA POUND","LA ADELITA","UBEREATS, LOS ANGELES, CA",7.9
"YUCA FRITA POUND","LA ADELITA FOOD CO","GRUBHUB, LOS ANGELES, CA",7.9
"YUCA FRITA TRAY","GUANTANAMERA RESTAURANT","SEAMLESS, FOREST HILLS, NY",60
"YUCA FRITA WITH FANCY SAUCE","PIG FLOYD'S URBAN BARBAKOA | LAKE NONA","ORLANDO, FL",2.89
"YUCA FRITA WITH FANCY SAUCE","PIG FLOYD'S URBAN BARBAKOA | MILLS 50","ORLANDO, FL",2.89
"YUCA FRITA, TOSTONES","CEVICHE","ROSWELL, GA",2
"YUCA FRITA.","TAINOS BAKERY & DELI","LAKE UNDERHILL, UBEREATS, ORLANDO, FL",2.98
"YUCA FRITA..","TAINOS BAKERY & DELI","LAKE UNDERHILL, UBEREATS, ORLANDO, FL",2.98
"YUCA FRITA/FRIED YUCA","AJI PERUVIAN RESTAURANT","OOLTEWAH, TN",3.95
"YUCA FRITA6","INKA PERUVIAN CUISINE","PALM, CA",6
"YUCA FRITAS","CAFETERIA","SEAMLESS, NEW YORK, NY",8
"YUCA FRITAS","CHIMI TACO TRUCK","YONKERS, NY",3.5
"YUCA FRITAS","EL MONTANERO BAKERY & RESTAURANT","SEAMLESS, RIDGEWOOD, NY",4.75
"YUCA FRITAS","ELENA's RESTAURANT 43","89-48 FRANCIS LEWIS BOULEVARD, DOORDASH, QUEENS, NY",4
"YUCA FRITAS","LA PARADA DE LOS MELLOS","BRONX, NY",3
"YUCA FRITAS","NOCHES DE COLUMBIA","GRUBHUB, NANUET, NY",2.95
"YUCA FRITAS","PRESSED LATINO SANDWICH SHOP AND CAFE","UBEREATS, CHICAGO, IL",3
"YUCA FRITAS (GF)","90 MILES CUBAN CAFE","UBEREATS, CHICAGO, IL",5
"YUCA FRITAS (GF) BY 90 MILES CUBAN CAFE","ALL DAY KITCHENS","UBEREATS, CHICAGO, IL",5
"YUCA FRITAS TRAY","CAFECITO","NEW YORK, NY",24
"YUCA FRITO CON CHICHARON","MRS. C'S BBQ","LOS ANGELES, CA",6.29
"YUCA FRITTERS","CUBAN BREEZES","TAMPA, FL",3.99
"YUCA FRITTERS","SABOR DE LA ISLA","STATEN ISLAND, NY",3
"YUCA GUISADA","MI TERRUNO - STAMFORD, CT","UBEREATS, STAMFORD, CONNECTICUT",5.25
"YUCA GUISADA (STEWED CASSAVA)","LAURELES","JACKSON HEIGHTS, NY",2.25
"YUCA HERVIDA","ALBERT'S MOFONGO","SEAMLESS, NEW YORK, NY",5
"YUCA HERVIDA","CIBONEY","GRUBHUB, MIAMI LAKES, FL",2.95
"YUCA HERVIDA","EL CACIQUE BAR CORPORATION","BROOKLYN, NY",3
"YUCA HERVIDA","ESTELITA","NORTH BERGEN, NJ",4
"YUCA HERVIDA","LA VEGA ORGANIC BITES AND JUICES","SEAMLESS, NEW YORK, NY",3
"YUCA HERVIDA","LAS BEREAS","RICHMOND HILL, NY",3
"YUCA HERVIDA","LAS VEGAS CUBAN CUISINE (STIRLING RD)","GRUBHUB, HOLLYWOOD, FL",4.95
"YUCA HERVIDA","LATIN AMERICAN RESTAURANT","4317 BERGENLINE AVENUE, DOORDASH, UNION CITY, NJ",3.95
"YUCA HERVIDA","MALECON","SEAMLESS, NEW YORK, NY",4.5
"YUCA HERVIDA","ROY HAM RESTAURANT","GRUBHUB, PHILADELPHIA, PA",2.5
"YUCA HERVIDA","TU CASA","ASTORIA, NY",5
"YUCA HERVIDA","TU CASA EXPRESS-RICHMOND HILL","RICHMOND HILL, NY",7
"YUCA HERVIDA","UPAYA'S RESTAURANT","ELMHURST, NY",4
"YUCA HERVIDA BREAKFAST","ANGIE'S BREAKFAST SPOT","SEAMLESS, BROOKLYN, NY",8.75
"YUCA HERVIDA CON CHICKARRONES","EL ATLACATL","GRUBHUB, MIAMI, FL",8
"YUCA HERVIDA CON MOJO DE AJO","MOFONGOS","GRUBHUB, NORTH HOLLYWOOD, CA",4.99
"YUCA HERVIDA CON MOJO DE CEBOLLA ? AJO","SAZON CUBAN CUISINE","GRUBHUB, MIAMI BEACH, FL",4.95
"YUCA HUANCAINA STYLE","PERU CAFE EXPRESS","UBEREATS, HOUSTON, TX",7.99
"YUCA LA HUANCAINA","EL PLEBEYO RESTAURANT","PORT CHESTER, NY",6
"YUCA MASH","SIETE TACOS MEXICAN CUISINE","NEW YORK, NY",4
"YUCA O GUINEA","CIBAO LATIN CUISINE","SEAMLESS, BROOKLYN, NY",4
"YUCA O GUINEA CON DOS HUEVOS","CIBAO LATIN CUISINE","SEAMLESS, BROOKLYN, NY",5
"YUCA RELLENA","CHIMI TACO TRUCK","YONKERS, NY",2.5
"YUCA RELLENA","COHIBA CUBAN CUISINE","CHICAGO, IL",4.5
"YUCA RELLENA","CORACORA RESTAURANT WEST HARTFORD","WEST HARTFORD, CT",11
"YUCA RELLENA","D.R. CAFE","SEAMLESS, YONKERS, NY",1.99
"YUCA RELLENA","EL ANAFE EXPRESO","YONKERS, NY",2.5
"YUCA RELLENA","EL RANCHO DOMINICANO","SEAMLESS, BROOKLYN, NY",2
"YUCA RELLENA","MARIOS FAMILY RESTAURANT","GRUBHUB, HOMESTEAD, FL",1.8
"YUCA RELLENA","TAINOS BAKERY & DELI","LAKE UNDERHILL, UBEREATS, ORLANDO, FL",2.41
"YUCA RELLENA 1 PIECE","SABOR DE LA ISLA","STATEN ISLAND, NY",1.5
"YUCA RELLENA DE LANGOSTA","LA NUEVA ESPANA","SEAMLESS, NEW YORK, NY",12.95
"YUCA RELLENA LUNCH","GUANTANAMERA RESTAURANT","SEAMLESS, FOREST HILLS, NY",6
"YUCA RELLENA.","TAINOS BAKERY & DELI","LAKE UNDERHILL, UBEREATS, ORLANDO, FL",2.41
"YUCA RELLENA..","TAINOS BAKERY & DELI","LAKE UNDERHILL, UBEREATS, ORLANDO, FL",2.41
"YUCA RELLENAS DINNER","VICTOR'S 1959 CAFE","GRUBHUB, MINNEAPOLIS, MN",7.5
"YUCA REVOLTILLO","LA BRISA","CORONA, NY",7
"YUCA SALCHOCHADA CON CHICHARRON (YUCCA ROOT WITH FRIED PORK)","EL TORO Y LA LUNA","UBEREATS, LOS ANGELES, CA",7.99
"YUCA SALCOCHADA","EL PULGARCITO SALVADOREAN RESTAURANT","GRUBHUB, MERRIAM, KS",7.49
"YUCA SALCOCHADA (BOILED YUCA)","SARITA'S PUPUSERIA","UBEREATS, LOS ANGELES, CA",6
"YUCA SALCOCHADA CON CHICHARRÓN","SARITA'S PUPUSERIA","UBEREATS, LOS ANGELES, CA",12
"YUCA SALCOCHADOS","WASAKAKA","NEW YORK, NY",3
"YUCA SALVADORENA","GLORIA'S LATIN CUISINE","5100 BELT LINE RD STE 864, UBEREATS, DALLAS, TX",9.99
"YUCA SANCOCHADA","CONEY ISLAND PERUVIAN RESTAURANT","SEAMLESS, BROOKLYN, NY",4
"YUCA SANCOCHADA","QUE SABROSURA! RESTAURANT & BAR","SEAMLESS, BRONX, NY",4.99
"YUCA SANCOCHADA (BOILED)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",3.99
"YUCA SANCOCHADA (SANCOCHADA YUCCA)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",4
"YUCA SANCOCHADA - REGULAR","BEEPS FAST FOOD","VAN NUYS, CA",3
"YUCA SANCOCHADA C/ CHICHARRON","I LOVE PUPUSAS","ROGERS, AR",4.79
"YUCA SANCOCHADA CON CHICHARRONES","LOS CABOS THE PUPUSA HOUSE #1","GRUBHUB, BAKERSFIELD, CA",9.99
"YUCA SANCOCHADA Y CHICHARRON","CONCHITAS RESTAURANT Y PUPUSERIA","820 NORTH WESTERN AVENUE, DOORDASH, LOS ANGELES, CA",10.5
"YUCA SIDE","EL VALLE MARKET & DELI","SEAMLESS, BRONX, NY",4
"YUCA SIDE (FRIED OR STEAM)","EL VALLE RESTAURANT","BRONX, NY",4
"YUCA SOLA","DARLENE","NEW YORK, NY",4.5
"YUCA SOLA","EL PULGARCITO DE CENTRO AMERICA","GRUBHUB, RIVERDALE, GA",3.5
"YUCA SOLA","LATINA RESTAURANT","UBEREATS, CARROLLTON, TX",6.99
"YUCA SONOCCHADA","PUPUSA MAGICA RESTAURANT","GRUBHUB, SPRING VALLEY, NY",7
"YUCA STICK","DENNY’S (PONCE)","UBEREATS, PONCE, PUERTO RICO",3.99
"YUCA STICKS WITH MOJO ONIONS (LUNCH ONLY)","MOJITO","ATLANTA, GA",3
"YUCA SUDADA","BARRILES SPORTS BAR AND RESTAURANT","JACKSON HEIGHTS, NY",4.25
"YUCA SUDADA","EL MAIZAL COLOMBIANO","NORTH BERGEN, NJ",5
"YUCA SUDADA","LA HOGUERA PAISA RESTAURANT","SUNNYSIDE, NY",4.5
"YUCA TRAY","3 WAY RESTAURANT","SEAMLESS, BRONX, NY",25
"YUCA TRAY","CARIDAD RESTAURANT","NEW YORK, NY",35
"YUCA TRAY","LOMA #5 RESTAURANT","SEAMLESS, BROOKLYN, NY",40
"YUCA TRAY","WAHEYO","SEAMLESS, LONG ISLAND CITY, NY",25
"YUCA WITH BEEF","TROPICAL SPANISH RESTAURANT","SEAMLESS, NEW YORK, NY",2
"YUCA WITH CHEESE","LA PARADA DEL MOFONGO","BRONX, NY",4.95
"YUCA WITH CHEESE AND EGG","LA PARADA DEL MOFONGO","BRONX, NY",5.95
"YUCA WITH CHICHARRON","LA ADELITA","UBEREATS, LOS ANGELES, CA",10.5
"YUCA WITH CHICHARRON","LA ADELITA FOOD CO","GRUBHUB, LOS ANGELES, CA",10.5
"YUCA WITH CHICHARRON","RINCON CATRACHO","UNIONDALE, NY",6
"YUCA WITH ONION","LATIN FUSION","BRONX, NY",3
"YUCA WITH ONIONS","LATIN FUSION","BRONX, NY",5
"YUCA&COMMA; QUESO&COMMA; HUEVO&COMMA; SALAMI O LONGANISA","EL CASTILLO DEL POLLO","SOUTH OZONE PARK, NY",4.95
"YUCA, CHEESE, EGG AND SALAMI","LA PARADA DEL MOFONGO","BRONX, NY",6.95
